kid,r,spec,cls,m,apk,status
23104,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23105,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23106,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23107,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23108,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23109,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23112,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23113,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23114,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23115,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23116,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23117,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23118,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23121,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23122,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23123,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23124,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23125,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23126,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23127,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23130,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23131,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23132,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23133,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23134,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23135,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23136,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23139,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23140,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23141,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23142,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23143,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23144,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23145,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23148,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23149,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23150,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23151,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23152,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23153,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23154,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23157,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23158,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23159,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23160,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23161,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23162,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23163,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23166,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23167,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23168,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23169,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23170,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23171,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23172,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23175,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23176,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23177,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23178,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23179,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23180,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23181,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23184,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23185,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23186,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23187,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23188,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23189,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23190,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23193,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23194,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23195,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23196,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23197,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23198,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23199,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23202,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23203,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23204,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23205,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23206,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23207,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23208,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23211,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23212,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23213,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23214,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23215,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23216,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23217,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23220,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23221,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23222,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23223,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23224,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23225,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23226,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23229,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23230,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23231,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23232,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23233,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23234,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23235,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23238,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23239,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23240,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23241,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23242,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23243,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23244,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23245,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23246,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23247,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23248,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23249,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23252,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23253,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23254,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23255,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23256,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23257,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23258,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23261,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23262,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23263,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23264,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23265,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23266,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23267,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23270,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23271,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23272,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23273,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23274,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23275,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23276,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23279,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23280,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23281,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23282,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23283,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23284,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23285,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23288,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23289,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23290,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23291,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23292,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23293,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23294,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23297,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23298,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23299,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23300,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23301,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23302,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23303,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23304,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23305,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23306,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23307,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23308,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23311,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23312,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23313,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23314,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23315,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23316,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23317,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23320,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23321,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23322,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23323,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23324,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23325,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23326,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23329,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23330,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23331,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23332,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23333,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23334,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23335,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23338,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23339,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23340,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23341,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23342,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23343,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23344,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23347,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23348,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23349,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
23350,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzop,zzu,org.glpi.inventory.agent_39469.apk,GENUINE_no
23351,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,org.glpi.inventory.agent_39469.apk,GENUINE_no
23352,5,CipherSpec,org.flyve.inventory.CryptoUtil,encrypt,org.glpi.inventory.agent_39469.apk,GENUINE_debatable
23353,2,KeyPairSpec,org.flyve.inventory.CryptoUtil,generateKeyPair,org.glpi.inventory.agent_39469.apk,UNOBSERVED_CREATION
23356,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,org.glpi.inventory.agent_39469.apk,GENUINE_no
23357,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,org.glpi.inventory.agent_39469.apk,GENUINE_no
