kid,nobs,art,other,r,tool,timeout,apk,status,sustained,strict,sec
21111,False,False,True,,qtesting,300,net.gaast.giggity_769.apk,OTHER:GENUINE_no,True,True,False
21112,True,False,False,1.0,ape,180,net.osmtracker_73.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21113,True,False,False,1.0,ape,300,net.osmtracker_73.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21114,True,False,False,1.0,ape,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21115,True,True,False,1.0,ape,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21116,True,False,False,1.0,ape,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21117,True,True,False,1.0,ape,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21118,True,False,False,1.0,ape,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21119,True,True,False,1.0,ape,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21120,True,False,False,1.0,ape,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21121,True,True,False,1.0,ape,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21122,True,False,False,1.0,ape,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21123,True,True,False,1.0,ape,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21124,True,False,False,1.0,ape,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21125,True,True,False,1.0,ape,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21126,True,False,False,1.0,ape,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21127,True,True,False,1.0,ape,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21128,True,False,False,1.0,ape,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21129,True,True,False,1.0,ape,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21130,True,False,False,1.0,ape,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21131,True,True,False,1.0,ape,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21132,True,False,False,1.0,ares,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21133,True,True,False,1.0,ares,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21134,True,False,False,1.0,ares,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21135,True,True,False,1.0,ares,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21136,True,False,False,1.0,ares,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21137,True,True,False,1.0,ares,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21138,True,False,False,1.0,ares,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21139,True,True,False,1.0,ares,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21140,True,False,False,1.0,ares,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21141,True,True,False,1.0,ares,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21142,True,False,False,1.0,ares,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21143,True,True,False,1.0,ares,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21144,True,False,False,1.0,ares,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21145,True,True,False,1.0,ares,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21146,True,False,False,1.0,ares,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21147,True,True,False,1.0,ares,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21148,True,False,False,1.0,ares,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21149,True,True,False,1.0,ares,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21150,True,False,False,1.0,droidbot:bfs_greedy,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21151,True,True,False,1.0,droidbot:bfs_greedy,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21152,True,False,False,1.0,droidbot:bfs_greedy,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21153,True,True,False,1.0,droidbot:bfs_greedy,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21154,True,False,False,1.0,droidbot:bfs_greedy,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21155,True,True,False,1.0,droidbot:bfs_greedy,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21156,True,False,False,1.0,droidbot:bfs_greedy,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21157,True,True,False,1.0,droidbot:bfs_greedy,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21158,True,False,False,1.0,droidbot:bfs_greedy,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21159,True,True,False,1.0,droidbot:bfs_greedy,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21160,True,False,False,1.0,droidbot:bfs_greedy,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21161,True,True,False,1.0,droidbot:bfs_greedy,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21162,True,False,False,1.0,droidbot:bfs_greedy,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21163,True,True,False,1.0,droidbot:bfs_greedy,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21164,True,False,False,1.0,droidbot:bfs_greedy,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21165,True,True,False,1.0,droidbot:bfs_greedy,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21166,True,False,False,1.0,droidbot:bfs_greedy,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21167,True,True,False,1.0,droidbot:bfs_greedy,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21168,True,False,False,1.0,droidbot:bfs_naive,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21169,True,True,False,1.0,droidbot:bfs_naive,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21170,True,False,False,1.0,droidbot:bfs_naive,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21171,True,True,False,1.0,droidbot:bfs_naive,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21172,True,False,False,1.0,droidbot:bfs_naive,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21173,True,True,False,1.0,droidbot:bfs_naive,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21174,True,False,False,1.0,droidbot:bfs_naive,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21175,True,True,False,1.0,droidbot:bfs_naive,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21176,True,False,False,1.0,droidbot:bfs_naive,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21177,True,True,False,1.0,droidbot:bfs_naive,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21178,True,False,False,1.0,droidbot:bfs_naive,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21179,True,True,False,1.0,droidbot:bfs_naive,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21180,True,False,False,1.0,droidbot:bfs_naive,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21181,True,True,False,1.0,droidbot:bfs_naive,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21182,True,False,False,1.0,droidbot:bfs_naive,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21183,True,True,False,1.0,droidbot:bfs_naive,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21184,True,False,False,1.0,droidbot:bfs_naive,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21185,True,True,False,1.0,droidbot:bfs_naive,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21186,True,False,False,1.0,droidbot:dfs_greedy,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21187,True,True,False,1.0,droidbot:dfs_greedy,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21188,True,False,False,1.0,droidbot:dfs_greedy,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21189,True,True,False,1.0,droidbot:dfs_greedy,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21190,True,False,False,1.0,droidbot:dfs_greedy,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21191,True,True,False,1.0,droidbot:dfs_greedy,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21192,True,False,False,1.0,droidbot:dfs_greedy,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21193,True,True,False,1.0,droidbot:dfs_greedy,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21194,True,False,False,1.0,droidbot:dfs_greedy,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21195,True,True,False,1.0,droidbot:dfs_greedy,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21196,True,False,False,1.0,droidbot:dfs_greedy,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21197,True,True,False,1.0,droidbot:dfs_greedy,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21198,True,False,False,1.0,droidbot:dfs_greedy,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21199,True,True,False,1.0,droidbot:dfs_greedy,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21200,True,False,False,1.0,droidbot:dfs_greedy,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21201,True,True,False,1.0,droidbot:dfs_greedy,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21202,True,False,False,1.0,droidbot:dfs_greedy,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21203,True,True,False,1.0,droidbot:dfs_greedy,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21204,True,False,False,1.0,droidbot:dfs_naive,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21205,True,True,False,1.0,droidbot:dfs_naive,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21206,True,False,False,1.0,droidbot:dfs_naive,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21207,True,True,False,1.0,droidbot:dfs_naive,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21208,True,False,False,1.0,droidbot:dfs_naive,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21209,True,True,False,1.0,droidbot:dfs_naive,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21210,True,False,False,1.0,droidbot:dfs_naive,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21211,True,True,False,1.0,droidbot:dfs_naive,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21212,True,False,False,1.0,droidbot:dfs_naive,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21213,True,True,False,1.0,droidbot:dfs_naive,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21214,True,False,False,1.0,droidbot:dfs_naive,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21215,True,True,False,1.0,droidbot:dfs_naive,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21216,True,False,False,1.0,droidbot:dfs_naive,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21217,True,True,False,1.0,droidbot:dfs_naive,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21218,True,False,False,1.0,droidbot:dfs_naive,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21219,True,True,False,1.0,droidbot:dfs_naive,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21220,True,False,False,1.0,droidbot:dfs_naive,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21221,True,True,False,1.0,droidbot:dfs_naive,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21222,True,False,False,1.0,droidmate,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21223,True,True,False,1.0,droidmate,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21224,True,False,False,1.0,droidmate,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21225,True,True,False,1.0,droidmate,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21226,True,False,False,1.0,droidmate,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21227,True,True,False,1.0,droidmate,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21228,True,False,False,1.0,droidmate,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21229,True,True,False,1.0,droidmate,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21230,True,False,False,1.0,droidmate,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21231,True,True,False,1.0,droidmate,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21232,True,False,False,1.0,droidmate,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21233,True,True,False,1.0,droidmate,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21234,True,False,False,1.0,droidmate,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21235,True,True,False,1.0,droidmate,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21236,True,False,False,1.0,droidmate,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21237,True,True,False,1.0,droidmate,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21238,True,False,False,1.0,droidmate,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21239,True,True,False,1.0,droidmate,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21240,True,False,False,1.0,fastbot,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21241,True,True,False,1.0,fastbot,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21242,True,False,False,1.0,fastbot,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21243,True,True,False,1.0,fastbot,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21244,True,False,False,1.0,fastbot,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21245,True,True,False,1.0,fastbot,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21246,True,False,False,1.0,fastbot,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21247,True,True,False,1.0,fastbot,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21248,True,False,False,1.0,fastbot,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21249,True,True,False,1.0,fastbot,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21250,True,False,False,1.0,fastbot,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21251,True,True,False,1.0,fastbot,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21252,True,False,False,1.0,fastbot,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21253,True,True,False,1.0,fastbot,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21254,True,False,False,1.0,fastbot,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21255,True,True,False,1.0,fastbot,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21256,True,False,False,1.0,fastbot,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21257,True,True,False,1.0,fastbot,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21258,True,False,False,1.0,humanoid,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21259,True,True,False,1.0,humanoid,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21260,True,False,False,1.0,humanoid,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21261,True,True,False,1.0,humanoid,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21262,True,False,False,1.0,humanoid,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21263,True,True,False,1.0,humanoid,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21264,True,False,False,1.0,humanoid,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21265,True,True,False,1.0,humanoid,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21266,True,False,False,1.0,humanoid,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21267,True,True,False,1.0,humanoid,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21268,True,False,False,1.0,humanoid,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21269,True,True,False,1.0,humanoid,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21270,True,False,False,1.0,humanoid,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21271,True,True,False,1.0,humanoid,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21272,True,False,False,1.0,humanoid,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21273,True,True,False,1.0,humanoid,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21274,True,False,False,1.0,humanoid,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21275,True,True,False,1.0,humanoid,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21276,True,False,False,1.0,monkey,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21277,True,True,False,1.0,monkey,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21278,True,False,False,1.0,monkey,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21279,True,True,False,1.0,monkey,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21280,True,False,False,1.0,monkey,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21281,True,True,False,1.0,monkey,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21282,True,False,False,1.0,monkey,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21283,True,True,False,1.0,monkey,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21284,True,False,False,1.0,monkey,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21285,True,True,False,1.0,monkey,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21286,True,False,False,1.0,monkey,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21287,True,True,False,1.0,monkey,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21288,True,False,False,1.0,monkey,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21289,True,True,False,1.0,monkey,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21290,True,False,False,1.0,monkey,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21291,True,True,False,1.0,monkey,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21292,True,False,False,1.0,monkey,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21293,True,True,False,1.0,monkey,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21294,True,False,False,1.0,qtesting,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21295,True,True,False,1.0,qtesting,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21296,True,False,False,1.0,qtesting,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21297,True,True,False,1.0,qtesting,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21298,True,False,False,1.0,qtesting,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21299,True,True,False,1.0,qtesting,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21300,True,False,False,1.0,qtesting,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21301,True,True,False,1.0,qtesting,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21302,True,False,False,1.0,qtesting,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21303,True,True,False,1.0,qtesting,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21304,True,False,False,1.0,qtesting,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21305,True,True,False,1.0,qtesting,300,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21306,True,False,False,1.0,qtesting,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21307,True,True,False,1.0,qtesting,60,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21308,True,False,False,1.0,qtesting,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
21309,True,True,False,1.0,qtesting,180,net.pfiers.osmfocus_1009013.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
