model,strategy,prompt_id,run_number,temperature,top_p,max_tokens,top_k,parsing_success,error_occurred,timeout_occurred,actions_count,error_type,total_duration_ms,generation_latency_ms,tokens_per_second,input_tokens,output_tokens,input_output_ratio,response_length_chars,explanation_quality_score,load_duration_ms,input_tokens_duration_ms,output_tokens_duration_ms
llama3.2:1b,standard_modular,001,4,0.7,0.9,800,0,True,False,False,1,,600.817258,561.287511,123.81543418926245,298,69,0.23154362416107382,279,0.6499999999999999,36.327381,4.006422,557.281089
llama3.2:1b,standard_modular,001,5,0.7,0.9,800,0,True,False,False,2,,765.785914,727.405888,124.32483241340671,298,90,0.30201342281879195,345,0.9125,36.116981,3.495803,723.910085
llama3.2:1b,standard_modular,001,6,0.7,0.9,800,0,True,False,False,1,,439.842202,403.33743499999997,122.69105420287708,298,49,0.1644295302013423,174,1.0,34.788711,3.960314,399.377121
llama3.2:1b,standard_modular,001,7,0.7,0.9,800,0,True,False,False,1,,417.999675,379.75176,122.49147706965407,298,46,0.15436241610738255,166,0.475,35.969421,4.215428,375.536332
llama3.2:1b,standard_modular,001,8,0.7,0.9,800,0,True,False,False,1,,548.755581,511.84220000000005,122.07060691881432,298,62,0.2080536912751678,237,0.6499999999999999,34.933835,3.939425,507.902775
llama3.2:1b,standard_modular,001,9,0.7,0.9,800,0,True,False,False,3,,1037.130341,998.86767,124.52138673595819,298,124,0.4161073825503356,472,0.7083333333333334,36.479738,3.054796,995.812874
llama3.2:1b,standard_modular,001,10,0.7,0.9,800,0,True,False,False,1,,457.455785,420.05069000000003,124.65544575557627,298,52,0.174496644295302,188,0.6499999999999999,35.253312,2.900844,417.149846
llama3.2:1b,standard_modular,001,1,0.7,0.9,800,40,True,False,False,2,,674.894464,642.711868,125.1220647853336,298,80,0.2684563758389262,300,0.7374999999999999,30.25571,3.33623,639.375638
llama3.2:1b,standard_modular,001,2,0.7,0.9,800,40,True,False,False,1,,514.653071,475.562973,123.12662103095923,298,58,0.19463087248322147,218,0.6499999999999999,36.738417,4.503185,471.059788
llama3.2:1b,standard_modular,001,3,0.7,0.9,800,40,True,False,False,1,,379.911602,341.170164,122.14174610408347,298,41,0.13758389261744966,149,0.825,37.063975,5.494596,335.675568
llama3.2:1b,standard_modular,001,4,0.7,0.9,800,40,True,False,False,1,,424.545084,387.239372,122.6819231052363,298,47,0.15771812080536912,166,1.0,35.457335,4.134846,383.104526
llama3.2:1b,standard_modular,001,5,0.7,0.9,800,40,True,False,False,1,,424.446984,386.345293,122.9402807698623,298,47,0.15771812080536912,168,0.825,36.232315,4.045857,382.299436
llama3.2:1b,standard_modular,001,6,0.7,0.9,800,40,True,False,False,1,,498.292065,460.59281599999997,122.68434208025153,298,56,0.18791946308724833,211,0.6499999999999999,35.737748,4.136849,456.455967
llama3.2:1b,standard_modular,001,7,0.7,0.9,800,40,True,False,False,1,,384.547876,347.14200300000005,122.40762722624717,298,42,0.14093959731543623,152,0.6499999999999999,35.54881,4.026129,343.115874
llama3.2:1b,standard_modular,001,8,0.7,0.9,800,40,True,False,False,1,,459.781237,419.831119,122.83722159825864,298,51,0.17114093959731544,181,1.0,37.91126,4.647518,415.183601
llama3.2:1b,standard_modular,001,9,0.7,0.9,800,40,True,False,False,1,,432.94407,395.28054099999997,122.77842951097625,298,48,0.1610738255033557,175,0.825,35.708149,4.33239,390.948151
llama3.2:1b,standard_modular,001,10,0.7,0.9,800,40,True,False,False,1,,386.368042,347.351886,122.32293739521675,298,42,0.14093959731543623,139,0.6499999999999999,37.209398,3.998457,343.353429
llama3.2:1b,standard_modular,001,1,0.7,1.0,500,0,True,False,False,2,,782.083103,744.767814,122.83364459581345,298,91,0.3053691275167785,352,0.3,35.162414,3.928443,740.839371
llama3.2:1b,standard_modular,001,2,0.7,1.0,500,0,True,False,False,2,,750.517788,712.448759,124.03618807656814,298,88,0.2953020134228188,344,0.7374999999999999,36.232695,2.978391,709.470368
llama3.2:1b,standard_modular,001,3,0.7,1.0,500,0,True,False,False,1,,435.386269,397.652848,122.51352077719943,298,48,0.1610738255033557,173,0.825,35.644889,5.859357,391.793491
llama3.2:1b,standard_modular,001,4,0.7,1.0,500,0,True,False,False,2,,761.523549,723.299485,125.1100302750565,298,90,0.30201342281879195,335,0.5625,36.237564,3.932702,719.366783
llama3.2:1b,standard_modular,001,5,0.7,1.0,500,0,True,False,False,1,,408.352081,369.24257,120.4871338635607,298,44,0.1476510067114094,150,0.475,37.23244,4.05835,365.18422
llama3.2:1b,standard_modular,001,6,0.7,1.0,500,0,True,False,False,1,,385.547359,348.230068,122.4781636743939,298,42,0.14093959731543623,139,0.6499999999999999,35.521343,5.311798,342.91827
llama3.2:1b,standard_modular,001,7,0.7,1.0,500,0,True,False,False,2,,935.104002,898.369006,122.88031525994948,298,110,0.3691275167785235,448,0.7374999999999999,34.983072,3.189011,895.179995
llama3.2:1b,standard_modular,001,8,0.7,1.0,500,0,True,False,False,1,,452.002366,414.21390099999996,122.00816667520033,298,50,0.16778523489932887,180,1.0,35.885204,4.405268,409.808633
llama3.2:1b,standard_modular,001,9,0.7,1.0,500,0,True,False,False,2,,791.507516,754.587259,122.5813523336277,298,92,0.3087248322147651,356,0.7375,35.405012,4.065273,750.521986
llama3.2:1b,standard_modular,001,10,0.7,1.0,500,0,True,False,False,1,,420.312691,382.146591,124.09749502658164,298,47,0.15771812080536912,168,0.825,36.291203,3.412113,378.734478
llama3.2:1b,standard_modular,001,1,0.7,1.0,500,40,True,False,False,1,,579.632658,542.720435,120.95545250134461,298,65,0.2181208053691275,255,0.6499999999999999,35.39232,5.332507,537.387928
llama3.2:1b,standard_modular,001,2,0.7,1.0,500,40,True,False,False,1,,391.131263,353.825595,122.91122555226049,298,43,0.14429530201342283,162,0.825,35.127305,3.9796,349.845995
llama3.2:1b,standard_modular,001,3,0.7,1.0,500,40,True,False,False,1,,394.544375,357.19911199999996,118.90823217545783,298,42,0.14093959731543623,139,0.6499999999999999,35.546841,3.985552,353.21356
llama3.2:1b,standard_modular,001,4,0.7,1.0,500,40,True,False,False,1,,444.767477,405.562656,119.9548376034165,298,48,0.1610738255033557,173,0.825,37.446284,5.412058,400.150598
llama3.2:1b,standard_modular,001,5,0.7,1.0,500,40,True,False,False,1,,394.898108,373.62955800000003,121.65821739983346,298,45,0.15100671140939598,163,0.825,20.078893,3.740857,369.888701
llama3.2:1b,standard_modular,001,6,0.7,1.0,500,40,True,False,False,3,,1128.572513,1097.412255,123.55434947392594,298,135,0.45302013422818793,520,0.8249999999999998,27.61418,4.77569,1092.636565
llama3.2:1b,standard_modular,001,7,0.7,1.0,500,40,True,False,False,1,,433.397171,395.56377299999997,122.61830076350712,298,48,0.1610738255033557,173,0.825,35.749524,4.105078,391.458695
llama3.2:1b,standard_modular,001,8,0.7,1.0,500,40,True,False,False,2,,716.491965,679.6678129999999,125.61771031190464,298,85,0.28523489932885904,317,0.6499999999999999,34.96271,3.011633,676.65618
llama3.2:1b,standard_modular,001,9,0.7,1.0,500,40,True,False,False,1,,420.829106,383.614777,121.21593240712906,298,46,0.15436241610738255,164,0.825,35.476163,4.126709,379.488068
llama3.2:1b,standard_modular,001,10,0.7,1.0,500,40,True,False,False,1,,372.603259,350.78451600000005,121.84177736449045,298,42,0.14093959731543623,139,0.6499999999999999,20.085044,6.075165,344.709351
llama3.2:1b,standard_modular,001,1,0.7,1.0,800,0,True,False,False,1,,558.591225,520.575985,121.9645433004281,298,63,0.21140939597315436,258,0.475,36.315556,4.03242,516.543565
llama3.2:1b,standard_modular,001,2,0.7,1.0,800,0,True,False,False,2,,754.9367,732.748818,122.15203273396685,298,89,0.2986577181208054,346,0.6499999999999999,20.101976,4.148581,728.600237
llama3.2:1b,standard_modular,001,3,0.7,1.0,800,0,True,False,False,1,,416.201924,379.339059,122.74219403005984,298,46,0.15436241610738255,164,0.825,34.956578,4.569809,374.76925
llama3.2:1b,standard_modular,001,4,0.7,1.0,800,0,True,False,False,2,,683.448619,646.3153619999999,119.87172492466749,298,77,0.25838926174496646,292,0.6499999999999999,35.091764,3.962046,642.353316
llama3.2:1b,standard_modular,001,5,0.7,1.0,800,0,True,False,False,1,,345.33062,307.841358,121.84104733536873,298,37,0.12416107382550336,124,0.6499999999999999,35.663719,4.167015,303.674343
llama3.2:1b,standard_modular,001,6,0.7,1.0,800,0,True,False,False,2,,688.31572,649.512015,125.3916191186162,298,81,0.27181208053691275,306,0.9125,36.96654,3.535828,645.976187
llama3.2:1b,standard_modular,001,7,0.7,1.0,800,0,True,False,False,1,,412.739012,389.88129799999996,124.01322034667957,298,48,0.1610738255033557,173,0.825,21.444542,2.82579,387.055508
llama3.2:1b,standard_modular,001,8,0.7,1.0,800,0,True,False,False,1,,420.991232,382.612084,121.53347686119906,298,46,0.15436241610738255,166,1.0,36.479605,4.115548,378.496536
llama3.2:1b,standard_modular,001,9,0.7,1.0,800,0,True,False,False,2,,728.437526,691.206586,123.77353549955107,298,85,0.28523489932885904,333,0.6499999999999999,35.330044,4.468507,686.738079
llama3.2:1b,standard_modular,001,10,0.7,1.0,800,0,True,False,False,1,,385.837746,346.653662,122.67325670517198,298,42,0.14093959731543623,153,0.825,37.274813,4.280751,342.372911
llama3.2:1b,standard_modular,001,1,0.7,1.0,800,40,True,False,False,2,,729.158898,691.704696,122.0668484331168,298,84,0.28187919463087246,315,0.6499999999999999,35.690666,3.557168,688.147528
llama3.2:1b,standard_modular,001,2,0.7,1.0,800,40,True,False,False,1,,437.044009,398.471704,121.93771063548716,298,48,0.1610738255033557,173,0.825,35.274438,4.828099,393.643605
llama3.2:1b,standard_modular,001,3,0.7,1.0,800,40,True,False,False,2,,888.990827,852.261222,123.61811925448441,298,105,0.3523489932885906,414,0.825,34.908219,2.871176,849.390046
llama3.2:1b,standard_modular,001,4,0.7,1.0,800,40,True,False,False,1,,433.79083,395.469954,122.77306352233802,298,48,0.1610738255033557,174,0.825,36.475876,4.504716,390.965238
llama3.2:1b,standard_modular,001,5,0.7,1.0,800,40,True,False,False,2,,871.276067,833.111358,122.40377918299093,298,101,0.3389261744966443,352,0.6499999999999999,35.719881,7.973436,825.137922
llama3.2:1b,standard_modular,001,6,0.7,1.0,800,40,True,False,False,1,,576.651434,539.581683,123.4306891273018,298,66,0.2214765100671141,278,0.825,35.408509,4.868635,534.713048
llama3.2:1b,standard_modular,001,7,0.7,1.0,800,40,True,False,False,1,,462.05932,423.565499,121.81156147923852,298,51,0.17114093959731544,182,0.825,36.275995,4.886029,418.67947
llama3.2:1b,standard_modular,001,8,0.7,1.0,800,40,True,False,False,1,,417.459283,379.992488,124.94377031889758,298,47,0.15771812080536912,168,0.825,35.496537,3.823273,376.169215
llama3.2:1b,standard_modular,001,9,0.7,1.0,800,40,True,False,False,1,,439.905226,401.64074999999997,120.9845501897639,298,48,0.1610738255033557,173,0.825,36.38971,4.895877,396.744873
llama3.2:1b,standard_modular,001,10,0.7,1.0,800,40,True,False,False,1,,383.286732,342.347451,121.15670182640064,298,41,0.13758389261744966,149,0.825,39.100182,3.942729,338.404722
llama3.2:1b,batch_action_modular,001,1,0.2,0.9,500,0,True,False,False,1,,457.04379,418.566732,123.02230814893569,298,51,0.17114093959731544,181,1.0,36.623573,4.007773,414.558959
llama3.2:1b,batch_action_modular,001,2,0.2,0.9,500,0,True,False,False,1,,454.885734,417.37912600000004,123.42549066194441,298,51,0.17114093959731544,181,1.0,35.444857,4.174368,413.204758
llama3.2:1b,batch_action_modular,001,3,0.2,0.9,500,0,True,False,False,1,,433.46014,395.337244,120.39831769941112,298,47,0.15771812080536912,168,0.825,36.324706,4.966341,390.370903
llama3.2:1b,batch_action_modular,001,4,0.2,0.9,500,0,True,False,False,1,,453.311673,415.82499299999995,123.72836534930941,298,51,0.17114093959731544,181,1.0,35.733344,3.631719,412.193274
llama3.2:1b,batch_action_modular,001,5,0.2,0.9,500,0,True,False,False,1,,450.545243,413.66618600000004,124.20213552713464,298,51,0.17114093959731544,181,1.0,34.978372,3.045227,410.620959
llama3.2:1b,batch_action_modular,001,6,0.2,0.9,500,0,True,False,False,1,,461.088329,423.12994399999997,122.14969290142125,298,51,0.17114093959731544,181,1.0,35.99997,5.609451,417.520493
llama3.2:1b,batch_action_modular,001,7,0.2,0.9,500,0,True,False,False,1,,457.969358,421.59522799999996,122.11523937560784,298,51,0.17114093959731544,181,1.0,34.832305,3.956936,417.638292
llama3.2:1b,batch_action_modular,001,8,0.2,0.9,500,0,True,False,False,1,,456.453869,417.429513,123.20806164939073,298,51,0.17114093959731544,181,1.0,37.370849,3.49556,413.933953
llama3.2:1b,batch_action_modular,001,9,0.2,0.9,500,0,True,False,False,1,,460.076185,421.40034,122.1706578203612,298,51,0.17114093959731544,181,1.0,36.704705,3.951495,417.448845
llama3.2:1b,batch_action_modular,001,10,0.2,0.9,500,0,True,False,False,1,,450.082778,415.99143000000004,123.82307171841781,298,51,0.17114093959731544,181,1.0,32.415549,4.113423,411.878007
llama3.2:1b,batch_action_modular,001,1,0.2,0.9,500,40,True,False,False,1,,467.483249,430.573065,119.83687212830762,298,51,0.17114093959731544,181,1.0,35.242922,4.994534,425.578531
llama3.2:1b,batch_action_modular,001,2,0.2,0.9,500,40,True,False,False,1,,461.170954,423.225094,121.76072802677909,298,51,0.17114093959731544,181,1.0,36.107452,4.370831,418.854263
llama3.2:1b,batch_action_modular,001,3,0.2,0.9,500,40,True,False,False,1,,437.475873,399.218774,119.16022515856962,298,47,0.15771812080536912,168,0.825,35.777005,4.791859,394.426915
llama3.2:1b,batch_action_modular,001,4,0.2,0.9,500,40,True,False,False,1,,469.954296,431.836652,119.40098967687607,298,51,0.17114093959731544,181,1.0,36.147627,4.704514,427.132138
llama3.2:1b,batch_action_modular,001,5,0.2,0.9,500,40,True,False,False,1,,460.935255,422.746818,122.7786167422554,298,51,0.17114093959731544,181,1.0,35.528152,7.365041,415.381777
llama3.2:1b,batch_action_modular,001,6,0.2,0.9,500,40,True,False,False,1,,427.411432,394.646791,120.5435068715531,298,47,0.15771812080536912,168,0.825,30.796006,4.746072,389.900719
llama3.2:1b,batch_action_modular,001,7,0.2,0.9,500,40,True,False,False,1,,456.805616,420.958049,122.4635699574272,298,51,0.17114093959731544,181,1.0,34.070035,4.507671,416.450378
llama3.2:1b,batch_action_modular,001,8,0.2,0.9,500,40,True,False,False,1,,466.729225,428.787997,120.07733460658001,298,51,0.17114093959731544,181,1.0,35.994195,4.061714,424.726283
llama3.2:1b,batch_action_modular,001,9,0.2,0.9,500,40,True,False,False,1,,455.528727,417.240171,123.29638334936303,298,51,0.17114093959731544,181,1.0,36.137868,3.602734,413.637437
llama3.2:1b,batch_action_modular,001,10,0.2,0.9,500,40,True,False,False,1,,455.379538,418.574328,123.05594914625557,298,51,0.17114093959731544,181,1.0,34.94371,4.128701,414.445627
llama3.2:1b,batch_action_modular,001,1,0.2,0.9,800,0,True,False,False,1,,506.101015,468.108291,124.66346131401771,298,58,0.19463087248322147,216,0.475,36.025252,2.855687,465.252604
llama3.2:1b,batch_action_modular,001,2,0.2,0.9,800,0,True,False,False,1,,466.782253,434.105422,118.84684361763892,298,51,0.17114093959731544,181,1.0,30.329038,4.981699,429.123723
llama3.2:1b,batch_action_modular,001,3,0.2,0.9,800,0,True,False,False,1,,439.850221,416.061028,123.74207806855678,298,51,0.17114093959731544,181,1.0,21.566597,3.913432,412.147596
llama3.2:1b,batch_action_modular,001,4,0.2,0.9,800,0,True,False,False,1,,451.807592,414.48936799999996,124.27615051533934,298,51,0.17114093959731544,181,1.0,35.381851,4.112962,410.376406
llama3.2:1b,batch_action_modular,001,5,0.2,0.9,800,0,True,False,False,1,,458.451077,420.877779,122.53130827489916,298,51,0.17114093959731544,181,1.0,35.387833,4.657625,416.220154
llama3.2:1b,batch_action_modular,001,6,0.2,0.9,800,0,True,False,False,1,,452.138782,414.956616,123.78394320464538,298,51,0.17114093959731544,181,1.0,35.46556,2.948413,412.008203
llama3.2:1b,batch_action_modular,001,7,0.2,0.9,800,0,True,False,False,1,,450.842292,418.406159,123.04275735094164,298,51,0.17114093959731544,181,1.0,30.690853,3.916098,414.490061
llama3.2:1b,batch_action_modular,001,8,0.2,0.9,800,0,True,False,False,1,,455.100364,417.507509,123.34146212417926,298,51,0.17114093959731544,181,1.0,35.240653,4.021248,413.486261
llama3.2:1b,batch_action_modular,001,9,0.2,0.9,800,0,True,False,False,1,,425.940985,387.000263,122.78369808259828,298,47,0.15771812080536912,168,0.825,37.222142,4.213291,382.786972
llama3.2:1b,batch_action_modular,001,10,0.2,0.9,800,0,True,False,False,1,,495.164369,457.172087,123.39276570866038,298,56,0.18791946308724833,205,0.6499999999999999,35.928839,3.336729,453.835358
llama3.2:1b,batch_action_modular,001,1,0.2,0.9,800,40,True,False,False,1,,454.835774,417.69631100000004,123.06775777736347,298,51,0.17114093959731544,181,1.0,34.970149,3.290451,414.40586
llama3.2:1b,batch_action_modular,001,2,0.2,0.9,800,40,True,False,False,1,,450.471352,412.437501,124.58570124337116,298,51,0.17114093959731544,181,1.0,35.965658,3.080733,409.356768
llama3.2:1b,batch_action_modular,001,3,0.2,0.9,800,40,True,False,False,1,,456.24866,418.492215,122.85340592495383,298,51,0.17114093959731544,181,1.0,35.472914,3.363309,415.128906
llama3.2:1b,batch_action_modular,001,4,0.2,0.9,800,40,True,False,False,1,,455.386155,417.157067,123.29825739671686,298,51,0.17114093959731544,181,1.0,36.386824,3.525917,413.63115
llama3.2:1b,batch_action_modular,001,5,0.2,0.9,800,40,True,False,False,1,,427.059606,389.97308200000003,122.63952957605684,298,47,0.15771812080536912,168,0.825,35.066682,6.736126,383.236956
llama3.2:1b,batch_action_modular,001,6,0.2,0.9,800,40,True,False,False,1,,457.639305,419.975749,122.62933303985649,298,51,0.17114093959731544,181,1.0,35.279735,4.088304,415.887445
llama3.2:1b,batch_action_modular,001,7,0.2,0.9,800,40,True,False,False,1,,460.14397,423.336037,121.67609856440599,298,51,0.17114093959731544,181,1.0,34.815584,4.190448,419.145589
llama3.2:1b,batch_action_modular,001,8,0.2,0.9,800,40,True,False,False,1,,457.847754,420.74341899999996,122.57582482239911,298,51,0.17114093959731544,181,1.0,35.448195,4.674426,416.068993
llama3.2:1b,batch_action_modular,001,9,0.2,0.9,800,40,True,False,False,1,,457.220112,420.142363,122.66233813883728,298,51,0.17114093959731544,181,1.0,34.984247,4.366822,415.775541
llama3.2:1b,batch_action_modular,001,10,0.2,0.9,800,40,True,False,False,1,,467.595954,429.42195,120.10051169435285,298,51,0.17114093959731544,181,1.0,35.976245,4.777631,424.644319
llama3.2:1b,batch_action_modular,001,1,0.2,1.0,500,0,True,False,False,1,,460.052044,420.63633500000003,122.25854070657203,298,51,0.17114093959731544,181,1.0,37.075119,3.487564,417.148771
llama3.2:1b,batch_action_modular,001,2,0.2,1.0,500,0,True,False,False,1,,461.316645,419.632928,122.7890720075759,298,51,0.17114093959731544,181,1.0,38.402534,4.28652,415.346408
llama3.2:1b,batch_action_modular,001,3,0.2,1.0,500,0,True,False,False,1,,427.30051,387.912314,122.53313170741148,298,47,0.15771812080536912,168,0.825,37.653476,4.342586,383.569728
llama3.2:1b,batch_action_modular,001,4,0.2,1.0,500,0,True,False,False,1,,468.225925,429.36285699999996,120.19021558038209,298,51,0.17114093959731544,181,1.0,36.668667,5.035471,424.327386
llama3.2:1b,batch_action_modular,001,5,0.2,1.0,500,0,True,False,False,1,,462.324471,423.75177299999996,122.38422995975692,298,51,0.17114093959731544,181,1.0,36.163589,7.031416,416.720357
llama3.2:1b,batch_action_modular,001,6,0.2,1.0,500,0,True,False,False,1,,456.227543,418.432861,123.17148875840024,298,51,0.17114093959731544,181,1.0,35.864872,4.376,414.056861
llama3.2:1b,batch_action_modular,001,7,0.2,1.0,500,0,True,False,False,1,,430.618409,393.724715,123.02077576398861,298,48,0.1610738255033557,173,0.825,35.149917,3.546717,390.177998
llama3.2:1b,batch_action_modular,001,8,0.2,1.0,500,0,True,False,False,1,,458.929443,419.347921,122.75561929733355,298,51,0.17114093959731544,181,1.0,37.720091,3.888325,415.459596
llama3.2:1b,batch_action_modular,001,9,0.2,1.0,500,0,True,False,False,1,,457.600106,419.977902,122.54396249035995,298,51,0.17114093959731544,181,1.0,35.776053,3.800728,416.177174
llama3.2:1b,batch_action_modular,001,10,0.2,1.0,500,0,True,False,False,1,,459.779327,421.724252,122.33993168077642,298,51,0.17114093959731544,181,1.0,35.625357,4.853004,416.871248
llama3.2:1b,batch_action_modular,001,1,0.2,1.0,500,40,True,False,False,1,,412.972439,374.637043,123.80703844090118,298,46,0.15436241610738255,164,0.825,36.101059,3.091123,371.54592
llama3.2:1b,batch_action_modular,001,2,0.2,1.0,500,40,True,False,False,1,,450.220304,413.909326,124.37862663534878,298,51,0.17114093959731544,181,1.0,34.620511,3.871031,410.038295
llama3.2:1b,batch_action_modular,001,3,0.2,1.0,500,40,True,False,False,1,,468.804715,430.347157,120.36814526424277,298,51,0.17114093959731544,181,1.0,36.289707,6.647017,423.70014
llama3.2:1b,batch_action_modular,001,4,0.2,1.0,500,40,True,False,False,1,,455.120121,418.022522,123.09396388594465,298,51,0.17114093959731544,181,1.0,35.101643,3.704887,414.317635
llama3.2:1b,batch_action_modular,001,5,0.2,1.0,500,40,True,False,False,1,,466.707431,425.090572,121.28990010820677,298,51,0.17114093959731544,181,1.0,39.116837,4.610384,420.480188
llama3.2:1b,batch_action_modular,001,6,0.2,1.0,500,40,True,False,False,1,,424.643657,386.33455100000003,123.26269040145193,298,47,0.15771812080536912,168,0.825,36.209063,5.035069,381.299482
llama3.2:1b,batch_action_modular,001,7,0.2,1.0,500,40,True,False,False,1,,433.284085,393.48927399999997,121.1511444585393,298,47,0.15771812080536912,168,0.825,37.839734,5.544115,387.945159
llama3.2:1b,batch_action_modular,001,8,0.2,1.0,500,40,True,False,False,1,,609.868291,572.47423,123.18178234071881,298,70,0.2348993288590604,283,0.475,35.401822,4.208382,568.265848
llama3.2:1b,batch_action_modular,001,9,0.2,1.0,500,40,True,False,False,1,,453.039286,414.656672,124.22660595126214,298,51,0.17114093959731544,181,1.0,36.626103,4.116598,410.540074
llama3.2:1b,batch_action_modular,001,10,0.2,1.0,500,40,True,False,False,1,,417.423416,379.654676,122.44411192231904,298,46,0.15436241610738255,164,0.825,35.892421,3.973075,375.681601
llama3.2:1b,batch_action_modular,001,1,0.2,1.0,800,0,True,False,False,1,,424.032697,385.715598,123.18040074232597,298,47,0.15771812080536912,168,0.825,34.867487,4.161392,381.554206
llama3.2:1b,batch_action_modular,001,2,0.2,1.0,800,0,True,False,False,1,,455.985634,418.397828,123.0718291283466,298,51,0.17114093959731544,181,1.0,35.748257,4.005677,414.392151
llama3.2:1b,batch_action_modular,001,3,0.2,1.0,800,0,True,False,False,1,,454.386718,417.201275,123.5981363058714,298,51,0.17114093959731544,181,1.0,35.349581,4.573694,412.627581
llama3.2:1b,batch_action_modular,001,4,0.2,1.0,800,0,True,False,False,1,,456.969906,418.13268,123.20612813559566,298,51,0.17114093959731544,181,1.0,36.762771,4.192231,413.940449
llama3.2:1b,batch_action_modular,001,5,0.2,1.0,800,0,True,False,False,1,,461.305614,424.04348600000003,121.17942220867388,298,51,0.17114093959731544,181,1.0,35.31214,3.179951,420.863535
llama3.2:1b,batch_action_modular,001,6,0.2,1.0,800,0,True,False,False,1,,462.040826,422.921658,121.56016754566387,298,51,0.17114093959731544,181,1.0,36.887165,3.376333,419.545325
llama3.2:1b,batch_action_modular,001,7,0.2,1.0,800,0,True,False,False,1,,457.192507,419.382721,122.76690638172926,298,51,0.17114093959731544,181,1.0,35.74006,3.961322,415.421399
llama3.2:1b,batch_action_modular,001,8,0.2,1.0,800,0,True,False,False,1,,456.618608,417.83717900000005,123.24439983609365,298,51,0.17114093959731544,181,1.0,36.686555,4.025273,413.811906
llama3.2:1b,batch_action_modular,001,9,0.2,1.0,800,0,True,False,False,1,,454.433778,416.757016,123.59262532982872,298,51,0.17114093959731544,181,1.0,35.721213,4.111036,412.64598
llama3.2:1b,batch_action_modular,001,10,0.2,1.0,800,0,True,False,False,1,,458.908553,419.875028,122.60626768433139,298,51,0.17114093959731544,181,1.0,37.25365,3.909344,415.965684
llama3.2:1b,batch_action_modular,001,1,0.2,1.0,800,40,True,False,False,1,,457.629665,417.29952000000003,123.41224132168084,298,51,0.17114093959731544,181,1.0,38.496447,4.050401,413.249119
llama3.2:1b,batch_action_modular,001,2,0.2,1.0,800,40,True,False,False,1,,602.773748,565.2468709999999,124.58202885048199,298,70,0.2348993288590604,273,0.475,35.431042,3.368078,561.878793
llama3.2:1b,batch_action_modular,001,3,0.2,1.0,800,40,True,False,False,1,,460.003942,422.113444,122.09043004505868,298,51,0.17114093959731544,181,1.0,35.706766,4.390286,417.723158
llama3.2:1b,batch_action_modular,001,4,0.2,1.0,800,40,True,False,False,1,,450.218036,412.33269,125.09146792377477,298,51,0.17114093959731544,181,1.0,35.878851,4.631023,407.701667
llama3.2:1b,batch_action_modular,001,5,0.2,1.0,800,40,True,False,False,1,,465.561323,427.126133,120.5556435138986,298,51,0.17114093959731544,181,1.0,36.465544,4.084967,423.041166
llama3.2:1b,batch_action_modular,001,6,0.2,1.0,800,40,True,False,False,1,,454.690802,417.647803,123.39031288299385,298,51,0.17114093959731544,181,1.0,35.170919,4.325243,413.32256
llama3.2:1b,batch_action_modular,001,7,0.2,1.0,800,40,True,False,False,1,,457.840655,419.146666,122.8683601326854,298,51,0.17114093959731544,181,1.0,36.773888,4.068285,415.078381
llama3.2:1b,batch_action_modular,001,8,0.2,1.0,800,40,True,False,False,1,,458.135567,419.148281,122.95057483805493,298,51,0.17114093959731544,181,1.0,35.565116,4.347455,414.800826
llama3.2:1b,batch_action_modular,001,9,0.2,1.0,800,40,True,False,False,1,,470.014655,431.16765399999997,120.14817973952836,298,51,0.17114093959731544,181,1.0,34.991288,6.69181,424.475844
llama3.2:1b,batch_action_modular,001,10,0.2,1.0,800,40,True,False,False,1,,457.628694,418.123338,123.65606497029312,298,51,0.17114093959731544,181,1.0,37.115945,5.689059,412.434279
llama3.2:1b,batch_action_modular,001,1,0.7,0.9,500,0,True,False,False,1,,448.710664,411.027512,125.12792520904686,298,51,0.17114093959731544,181,1.0,35.823696,3.444633,407.582879
llama3.2:1b,batch_action_modular,001,2,0.7,0.9,500,0,True,False,False,1,,386.320343,349.069682,121.92779974503851,298,42,0.14093959731543623,141,0.6499999999999999,35.449034,4.60353,344.466152
llama3.2:1b,batch_action_modular,001,3,0.7,0.9,500,0,True,False,False,1,,418.687107,381.049593,124.14591145792619,298,47,0.15771812080536912,168,0.825,36.039815,2.46282,378.586773
llama3.2:1b,batch_action_modular,001,4,0.7,0.9,500,0,True,False,False,1,,344.829636,311.072141,120.44879781991844,298,37,0.12416107382550336,124,0.6499999999999999,31.914591,3.887672,307.184469
llama3.2:1b,batch_action_modular,001,5,0.7,0.9,500,0,True,False,False,2,,817.979885,780.9163709999999,123.59607730769842,298,96,0.3221476510067114,394,0.6499999999999999,35.407524,4.192691,776.72368
llama3.2:1b,batch_action_modular,001,6,0.7,0.9,500,0,True,False,False,1,,424.867667,387.28410599999995,122.67527739229321,298,47,0.15771812080536912,173,1.0,35.898505,4.158826,383.12528
llama3.2:1b,batch_action_modular,001,7,0.7,0.9,500,0,True,False,False,1,,383.762688,346.568667,122.63181540548167,298,42,0.14093959731543623,139,0.6499999999999999,35.470623,4.080057,342.48861
llama3.2:1b,batch_action_modular,001,8,0.7,0.9,500,0,True,False,False,1,,425.073173,388.72907299999997,124.55062135813984,298,48,0.1610738255033557,173,0.825,34.660127,3.343601,385.385472
