Project,ErrorType,Class,Method,ViolatedRule,Object1, Object2,Statement
im.status.ethereum_2021102112.apk,RequiredPredicateError,org.bouncycastle.jcajce.provider.asymmetric.gost.KeyPairGeneratorSpi,java.security.KeyPair generateKeyPair(),java.security.KeyPair ,Second parameter was not properly generated as generated Privkey,"specialinvoke $r1.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r2, $r12)"
im.status.ethereum_2021102112.apk,RequiredPredicateError,org.conscrypt.OpenSSLECKeyPairGenerator,java.security.KeyPair generateKeyPair(),java.security.KeyPair ,Second parameter was not properly generated as generated Privkey,"specialinvoke $r10.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r11, $r12)"
im.status.ethereum_2021102112.apk,RequiredPredicateError,org.conscrypt.OpenSSLECKeyPairGenerator,java.security.KeyPair generateKeyPair(),java.security.KeyPair ,First parameter was not properly generated as generated Pubkey,"specialinvoke $r10.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r11, $r12)"
im.status.ethereum_2021102112.apk,RequiredPredicateError,org.bouncycastle.jce.provider.X509SignatureUtil,"void setSignatureParameters(java.security.Signature,org.bouncycastle.asn1.ASN1Encodable)",java.security.AlgorithmParameters ,First parameter was not properly generated as prepared Alg,"$r5 = staticinvoke <java.security.AlgorithmParameters: java.security.AlgorithmParameters getInstance(java.lang.String,java.security.Provider)>($r3, $r4)"
com.brentpanther.bitcoinwidget_287.apk,ConstraintError,okhttp3.internal.platform.ConscryptPlatform,javax.net.ssl.SSLContext newSSLContext(),javax.net.ssl.SSLContext, (on Object #bcc1ab86e326996a7710ad35c0269727bf825d2126339998ef33763e679d54eb),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r1 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>(varReplacer17840, $r2)"
com.brentpanther.bitcoinwidget_287.apk,RequiredPredicateError,okhttp3.internal.platform.ConscryptPlatform,javax.net.ssl.X509TrustManager platformTrustManager(),javax.net.ssl.TrustManagerFactory ,First parameter was not properly generated as generated Key Store,virtualinvoke $r2.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer15235)
com.brentpanther.bitcoinwidget_287.apk,RequiredPredicateError,okhttp3.internal.platform.ConscryptPlatform,javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager),javax.net.ssl.SSLContext ,Second parameter was not properly generated as generated Trust Managers,"virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer15259, $r5, varReplacer15259)"
com.brentpanther.bitcoinwidget_287.apk,ConstraintError,okhttp3.internal.platform.Platform,javax.net.ssl.SSLContext newSSLContext(),javax.net.ssl.SSLContext, (on Object #82f51a27fb675c3af5ea92a6b7723ab91a98d4c7e3a3e8931ab68cff02a9361e),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}",$r1 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer17842)
com.brentpanther.bitcoinwidget_287.apk,RequiredPredicateError,okhttp3.internal.platform.Platform,javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager),javax.net.ssl.SSLContext ,Second parameter was not properly generated as generated Trust Managers,"virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer15252, $r10, varReplacer15252)"
com.brentpanther.bitcoinwidget_287.apk,RequiredPredicateError,okhttp3.internal.platform.Platform,javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager),javax.net.ssl.SSLContext ,First parameter was not properly generated as generated Key Managers,"virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer15252, $r10, varReplacer15252)"
com.brentpanther.bitcoinwidget_287.apk,RequiredPredicateError,okhttp3.internal.platform.Platform,javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager),javax.net.ssl.SSLContext ,Third parameter was not properly generated as randomized,"virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer15252, $r10, varReplacer15252)"
com.brentpanther.bitcoinwidget_287.apk,RequiredPredicateError,okhttp3.internal.platform.Platform,javax.net.ssl.X509TrustManager platformTrustManager(),javax.net.ssl.TrustManagerFactory ,First parameter was not properly generated as generated Key Store,virtualinvoke $r2.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer15242)
com.brentpanther.bitcoinwidget_287.apk,ConstraintError,okhttp3.internal.platform.BouncyCastlePlatform,javax.net.ssl.SSLContext newSSLContext(),javax.net.ssl.SSLContext, (on Object #2b4d4805848475c66ad58e9835441314df8c936a051785062cd271c28ba71e19),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r1 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>(varReplacer17843, $r2)"
com.brentpanther.bitcoinwidget_287.apk,RequiredPredicateError,okhttp3.internal.platform.BouncyCastlePlatform,javax.net.ssl.X509TrustManager platformTrustManager(),javax.net.ssl.TrustManagerFactory ,First parameter was not properly generated as generated Key Store,virtualinvoke $r1.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer15250)
com.brentpanther.bitcoinwidget_287.apk,ConstraintError,okio.ByteString,okio.ByteString digest$okio(java.lang.String),java.security.MessageDigest, (on Object #ae39b036c5eeeba58d380660f68e23806935f12d2f5c9cefe65440425aa34f4a),"First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}",$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)
com.brentpanther.bitcoinwidget_287.apk,ConstraintError,okio.ByteString,okio.ByteString digest$okio(java.lang.String),java.security.MessageDigest, (on Object #ae39b036c5eeeba58d380660f68e23806935f12d2f5c9cefe65440425aa34f4a),"First parameter (with value ""SHA-1"") should be any of {SHA-256, SHA-384, SHA-512}",$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)
com.brentpanther.bitcoinwidget_287.apk,ConstraintError,okio.SegmentedByteString,okio.ByteString digest$okio(java.lang.String),java.security.MessageDigest, (on Object #6c960e488f21ae2f1d37981b7f790ff5823030d9f242d798118968e0f93ba357),"First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}",$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)
com.brentpanther.bitcoinwidget_287.apk,TypestateError,okio.SegmentedByteString,okio.ByteString digest$okio(java.lang.String),java.security.MessageDigest, (on Object #6c960e488f21ae2f1d37981b7f790ff5823030d9f242d798118968e0f93ba357),"Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte),java.security.MessageDigest: void update(byte[])",$r5 = virtualinvoke $r2.<java.security.MessageDigest: byte[] digest()>()
com.brentpanther.bitcoinwidget_287.apk,ConstraintError,okio.SegmentedByteString,okio.ByteString digest$okio(java.lang.String),java.security.MessageDigest, (on Object #6c960e488f21ae2f1d37981b7f790ff5823030d9f242d798118968e0f93ba357),"First parameter (with value ""SHA-1"") should be any of {SHA-256, SHA-384, SHA-512}",$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)
com.brentpanther.bitcoinwidget_287.apk,RequiredPredicateError,okhttp3.internal.platform.OpenJSSEPlatform,javax.net.ssl.X509TrustManager platformTrustManager(),javax.net.ssl.TrustManagerFactory ,First parameter was not properly generated as generated Key Store,virtualinvoke $r3.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer15231)
com.repay.android_25.apk,ConstraintError,com.nostra13.universalimageloader.cache.disc.naming.Md5FileNameGenerator,byte[] getMD5(byte[]),java.security.MessageDigest, (on Object #ccc3c8a3ffcd703ae2caaa9c7d79f9bbf0faad7d816b80d8b8c5c20b701d0ccc),"First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}",$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer1876)
org.ebur.debitum_14.apk,ConstraintError,org.ebur.debitum.util.ColorUtils,java.lang.String md5Hash(java.lang.String),java.security.MessageDigest, (on Object #4e74a5b27991715ffe8418709d0e15c4e9d5d51b8fac88c26689648789e51923),"First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}",$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer9443)
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,org.bitcoinj.core.CheckpointManager,org.bitcoinj.core.Sha256Hash readBinary(java.io.InputStream),java.security.MessageDigest, (on Object #7cb55acb3faf0be3295b386b82e48606cc6917b74a5aa4d531cd32a43ef0fc09),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","specialinvoke $r3.<java.security.DigestInputStream: void <init>(java.io.InputStream,java.security.MessageDigest)>($r1, $r2)"
hashengineering.groestlcoin.wallet_81401.apk,ForbiddenMethodError,org.bitcoinj.core.CheckpointManager,org.bitcoinj.core.Sha256Hash readBinary(java.io.InputStream),java.security.DigestInputStream ,Detected call to forbidden method void on(boolean) of class java.security.DigestInputStream,virtualinvoke $r3.<java.security.DigestInputStream: void on(boolean)>(varReplacer25807)
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,org.bitcoinj.core.CheckpointManager,org.bitcoinj.core.Sha256Hash readBinary(java.io.InputStream),java.security.DigestInputStream, (on Object #46db3b20f5318542513811897ee5a7baaf5e8c8baa1e5ed91eeaff2905c9af71),Operation on object of type java.security.DigestInputStream object not completed. Expected call to read,virtualinvoke $r3.<java.security.DigestInputStream: void on(boolean)>(varReplacer25807)
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,org.bitcoinj.core.CheckpointManager,org.bitcoinj.core.Sha256Hash readBinary(java.io.InputStream),java.security.DigestInputStream, (on Object #46db3b20f5318542513811897ee5a7baaf5e8c8baa1e5ed91eeaff2905c9af71),Operation on object of type java.security.DigestInputStream object not completed. Expected call to read,virtualinvoke $r3.<java.security.DigestInputStream: void on(boolean)>(varReplacer25805)
hashengineering.groestlcoin.wallet_81401.apk,TypestateError,org.bitcoinj.core.CheckpointManager,org.bitcoinj.core.Sha256Hash readBinary(java.io.InputStream),java.security.MessageDigest, (on Object #7cb55acb3faf0be3295b386b82e48606cc6917b74a5aa4d531cd32a43ef0fc09),"Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte[]),java.security.MessageDigest: void update(byte)",$r6 = virtualinvoke $r2.<java.security.MessageDigest: byte[] digest()>()
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,org.bitcoinj.core.CheckpointManager,org.bitcoinj.core.Sha256Hash readTextual(java.io.InputStream),java.security.MessageDigest, (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r3 = interfaceinvoke $r2.<com.google.common.hash.HashFunction: com.google.common.hash.Hasher newHasher()>()
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,org.bitcoinj.core.CheckpointManager,org.bitcoinj.core.Sha256Hash readTextual(java.io.InputStream),java.security.MessageDigest, (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r20 = interfaceinvoke $r3.<com.google.common.hash.Hasher: com.google.common.hash.HashCode hash()>()
hashengineering.groestlcoin.wallet_81401.apk,TypestateError,org.bitcoinj.crypto.MnemonicCode,"void <init>(java.io.InputStream,java.lang.String)",java.security.MessageDigest, (on Object #7cb55acb3faf0be3295b386b82e48606cc6917b74a5aa4d531cd32a43ef0fc09),"Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte[]),java.security.MessageDigest: void update(byte)",$r9 = virtualinvoke $r7.<java.security.MessageDigest: byte[] digest()>()
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,org.bitcoinj.crypto.MnemonicCode,"void <init>(java.io.InputStream,java.lang.String)",java.security.MessageDigest, (on Object #7cb55acb3faf0be3295b386b82e48606cc6917b74a5aa4d531cd32a43ef0fc09),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, java.security.MessageDigest: void update(byte[],int,int), java.security.MessageDigest: void update(java.nio.ByteBuffer), java.security.MessageDigest: void update(byte), java.security.MessageDigest: void update(byte[])",virtualinvoke $r7.<java.security.MessageDigest: void update(byte[])>($r9)
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,org.bitcoinj.crypto.MnemonicCode,"void <init>(java.io.InputStream,java.lang.String)",java.security.MessageDigest, (on Object #7cb55acb3faf0be3295b386b82e48606cc6917b74a5aa4d531cd32a43ef0fc09),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r7 = staticinvoke <org.bitcoinj.core.Sha256Hash: java.security.MessageDigest newDigest()>()
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,org.bitcoinj.crypto.MnemonicCode,"void <init>(java.io.InputStream,java.lang.String)",java.security.MessageDigest, (on Object #7cb55acb3faf0be3295b386b82e48606cc6917b74a5aa4d531cd32a43ef0fc09),"Operation on object of type java.security.MessageDigest object not completed. Expected call to java.security.MessageDigest: int digest(byte[],int,int), update, java.security.MessageDigest: byte[] digest(), java.security.MessageDigest: byte[] digest(byte[])",$r9 = virtualinvoke $r7.<java.security.MessageDigest: byte[] digest()>()
hashengineering.groestlcoin.wallet_81401.apk,ConstraintError,okhttp3.internal.platform.AndroidPlatform,javax.net.ssl.SSLContext getSSLContext(),javax.net.ssl.SSLContext, (on Object #d46bd6ae16ef5c9326b32bcfb54d7186d7fa9f25813edb3fb1318a5eafcb39b6),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}",$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer8082)
hashengineering.groestlcoin.wallet_81401.apk,ConstraintError,okhttp3.internal.platform.Platform,javax.net.ssl.SSLContext getSSLContext(),javax.net.ssl.SSLContext, (on Object #af89a5e1392b900b20cebcaae623dc18d9a83fe43af0ddeeda8a24b2272e00c0),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}",$r2 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer8085)
hashengineering.groestlcoin.wallet_81401.apk,ConstraintError,okhttp3.internal.platform.ConscryptPlatform,javax.net.ssl.SSLContext getSSLContext(),javax.net.ssl.SSLContext, (on Object #5a2fc704a97fb728c30552fd81e7aa1ba452bb958f3178afbd7716ed430ad6b5),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>(varReplacer8088, $r2)"
hashengineering.groestlcoin.wallet_81401.apk,RequiredPredicateError,org.bitcoinj.protocols.payments.PaymentProtocol,"org.bitcoinj.protocols.payments.PaymentProtocol$PkiVerificationData verifyPaymentRequestPki(org.bitcoin.protocols.payments.Protos$PaymentRequest,java.security.KeyStore)",java.security.Signature ,First parameter was not properly generated as generated Pubkey,virtualinvoke $r21.<java.security.Signature: void initVerify(java.security.PublicKey)>($r20)
hashengineering.groestlcoin.wallet_81401.apk,RequiredPredicateError,org.bitcoinj.protocols.payments.PaymentProtocol,"org.bitcoinj.protocols.payments.PaymentProtocol$PkiVerificationData verifyPaymentRequestPki(org.bitcoin.protocols.payments.Protos$PaymentRequest,java.security.KeyStore)",java.security.cert.PKIXParameters ,First parameter was not properly generated as generated Key Store,specialinvoke $r36.<java.security.cert.PKIXParameters: void <init>(java.security.KeyStore)>($r2)
hashengineering.groestlcoin.wallet_81401.apk,ConstraintError,org.bitcoinj.protocols.payments.PaymentProtocol,"org.bitcoinj.protocols.payments.PaymentProtocol$PkiVerificationData verifyPaymentRequestPki(org.bitcoin.protocols.payments.Protos$PaymentRequest,java.security.KeyStore)",java.security.Signature, (on Object #e62bf50f7b7aace6777bc013b2800fdd07bcd9e4b01d67758a0182a28398a420),"First parameter (with value ""SHA1withRSA"") should be any of {SHA256withRSA, SHA256withECDSA, SHA256withDSA, SHA384withRSA, SHA512withRSA, SHA384withECDSA, SHA512withECDSA}",$r21 = staticinvoke <java.security.Signature: java.security.Signature getInstance(java.lang.String)>($r3)
hashengineering.groestlcoin.wallet_81401.apk,NeverTypeOfError,org.bitcoinj.crypto.X509Utils,"java.security.KeyStore loadKeyStore(java.lang.String,java.lang.String,java.io.InputStream)",java.security.KeyStore, (on Object #37ad24deef0a9d4f0d9d34b049442a1c1fcc672d65c2a2e514acd9b0c8bc3749),Second parameter should never be of type java.lang.String.,"virtualinvoke $r5.<java.security.KeyStore: void load(java.io.InputStream,char[])>($r0, $r6)"
hashengineering.groestlcoin.wallet_81401.apk,HardCodedError,org.bitcoinj.crypto.X509Utils,"java.security.KeyStore loadKeyStore(java.lang.String,java.lang.String,java.io.InputStream)",java.security.KeyStore, (on Object #37ad24deef0a9d4f0d9d34b049442a1c1fcc672d65c2a2e514acd9b0c8bc3749),Second parameter should never be hardcoded.,"virtualinvoke $r5.<java.security.KeyStore: void load(java.io.InputStream,char[])>($r0, $r6)"
hashengineering.groestlcoin.wallet_81401.apk,ConstraintError,org.bitcoinj.crypto.X509Utils,"java.security.KeyStore loadKeyStore(java.lang.String,java.lang.String,java.io.InputStream)",java.security.KeyStore, (on Object #37ad24deef0a9d4f0d9d34b049442a1c1fcc672d65c2a2e514acd9b0c8bc3749),"First parameter (with value ""BKS"") should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12}",$r5 = staticinvoke <java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)>($r3)
hashengineering.groestlcoin.wallet_81401.apk,TypestateError,com.google.common.hash.MessageDigestHashFunction$MessageDigestHasher,com.google.common.hash.HashCode hash(),java.security.MessageDigest, (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838),"Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte[]),java.security.MessageDigest: void update(byte)",$r2 = virtualinvoke $r1.<java.security.MessageDigest: byte[] digest()>()
hashengineering.groestlcoin.wallet_81401.apk,TypestateError,com.google.common.hash.MessageDigestHashFunction$MessageDigestHasher,com.google.common.hash.HashCode hash(),java.security.MessageDigest, (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838),"Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte[]),java.security.MessageDigest: void update(byte)",$r2 = virtualinvoke $r1.<java.security.MessageDigest: byte[] digest()>()
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,de.schildbach.wallet.ui.send.RequestWalletBalanceTask,java.lang.String sslCertificateFingerprint(java.security.cert.Certificate),java.security.MessageDigest, (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r5 = interfaceinvoke $r3.<com.google.common.hash.Hasher: com.google.common.hash.HashCode hash()>()
hashengineering.groestlcoin.wallet_81401.apk,ConstraintError,de.schildbach.wallet.ui.send.RequestWalletBalanceTask,javax.net.ssl.SSLSocketFactory sslTrustAllCertificates(),javax.net.ssl.SSLContext, (on Object #da9ba46daf8e579b2c347bc67a91b0d3e15c2d931a2225a300b89c98a4193887),"First parameter (with value ""SSL"") should be any of {TLSv1.2, TLSv1.3}",$r2 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer19862)
hashengineering.groestlcoin.wallet_81401.apk,RequiredPredicateError,de.schildbach.wallet.ui.send.RequestWalletBalanceTask,javax.net.ssl.SSLSocketFactory sslTrustAllCertificates(),javax.net.ssl.SSLContext ,Third parameter was not properly generated as randomized,"virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer19863, $r7, varReplacer19863)"
hashengineering.groestlcoin.wallet_81401.apk,RequiredPredicateError,de.schildbach.wallet.ui.send.RequestWalletBalanceTask,javax.net.ssl.SSLSocketFactory sslTrustAllCertificates(),javax.net.ssl.SSLContext ,First parameter was not properly generated as generated Key Managers,"virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer19863, $r7, varReplacer19863)"
hashengineering.groestlcoin.wallet_81401.apk,RequiredPredicateError,de.schildbach.wallet.ui.send.RequestWalletBalanceTask,javax.net.ssl.SSLSocketFactory sslTrustAllCertificates(),javax.net.ssl.SSLContext ,Second parameter was not properly generated as generated Trust Managers,"virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer19863, $r7, varReplacer19863)"
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,de.schildbach.wallet.ui.AddressBookAdapter$ListItem$SeparatorItem,long id(java.lang.CharSequence),java.security.MessageDigest, (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r4 = interfaceinvoke $r3.<com.google.common.hash.Hasher: com.google.common.hash.HashCode hash()>()
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,com.google.common.hash.AbstractHashFunction,"com.google.common.hash.HashCode hashBytes(byte[],int,int)",java.security.MessageDigest, (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r3 = interfaceinvoke $r2.<com.google.common.hash.Hasher: com.google.common.hash.HashCode hash()>()
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,de.schildbach.wallet.ui.monitor.PeerListAdapter$ListItem,long id(com.google.common.net.HostAndPort),java.security.MessageDigest, (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r4 = interfaceinvoke $r2.<com.google.common.hash.Hasher: com.google.common.hash.HashCode hash()>()
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,de.schildbach.wallet.ui.monitor.BlockListAdapter$ListItem$SeparatorItem,long id(java.lang.CharSequence),java.security.MessageDigest, (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r4 = interfaceinvoke $r3.<com.google.common.hash.Hasher: com.google.common.hash.HashCode hash()>()
hashengineering.groestlcoin.wallet_81401.apk,IncompleteOperationError,de.schildbach.wallet.ui.ExchangeRatesAdapter$ListItem,"long id(java.lang.String,java.lang.String)",java.security.MessageDigest, (on Object #f4e887286d0504cb5722b1da9a4eac06d6ea434977af7216dbf1f6217c285838),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r4 = interfaceinvoke $r3.<com.google.common.hash.Hasher: com.google.common.hash.HashCode hash()>()
hashengineering.groestlcoin.wallet_81401.apk,RequiredPredicateError,org.bitcoinj.crypto.BIP38PrivateKey,org.bitcoinj.core.ECKey decryptEC(java.lang.String),javax.crypto.Cipher ,Second parameter was not properly generated as generated Key,"virtualinvoke $r10.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer16497, $r9)"
hashengineering.groestlcoin.wallet_81401.apk,TypestateError,org.bitcoinj.crypto.BIP38PrivateKey,org.bitcoinj.core.ECKey decryptEC(java.lang.String),javax.crypto.Cipher, (on Object #f19b0a124f3a58084266438302ce354ce8946e6519342242a359950d89b03481),"Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD",$r3 = virtualinvoke $r10.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r3)
hashengineering.groestlcoin.wallet_81401.apk,RequiredPredicateError,org.bitcoinj.crypto.BIP38PrivateKey,org.bitcoinj.core.ECKey decryptEC(java.lang.String),javax.crypto.spec.SecretKeySpec ,First parameter was not properly generated as prepared Key Material,"specialinvoke $r9.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r3, varReplacer16486)"
hashengineering.groestlcoin.wallet_81401.apk,ConstraintError,org.bitcoinj.crypto.BIP38PrivateKey,org.bitcoinj.core.ECKey decryptEC(java.lang.String),javax.crypto.Cipher, (on Object #f19b0a124f3a58084266438302ce354ce8946e6519342242a359950d89b03481),"First parameter (with value ""AES/ECB/NoPadding"") should be any of AES/{CBC, GCM, PCBC, CTR, CTS, CFB, OFB}",$r10 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer16509)
hashengineering.groestlcoin.wallet_81401.apk,ConstraintError,org.bitcoinj.crypto.BIP38PrivateKey,org.bitcoinj.core.ECKey decryptNoEC(java.lang.String),javax.crypto.Cipher, (on Object #5e9228dc9d7a298f6b38383512ca14391626c570a0f8a844f9375b730aaa358),"First parameter (with value ""AES/ECB/NoPadding"") should be any of AES/{CBC, GCM, PCBC, CTR, CTS, CFB, OFB}",$r6 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer16514)
hashengineering.groestlcoin.wallet_81401.apk,RequiredPredicateError,org.bitcoinj.crypto.BIP38PrivateKey,org.bitcoinj.core.ECKey decryptNoEC(java.lang.String),javax.crypto.spec.SecretKeySpec ,First parameter was not properly generated as prepared Key Material,"specialinvoke $r5.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r4, varReplacer16512)"
