kid,nobs,art,other,r,tool,timeout,apk,status,sustained
20653,True,False,False,1.0,droidmate,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20654,True,False,False,2.0,droidmate,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20655,True,False,False,2.0,droidmate,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20656,True,False,False,1.0,droidmate,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20657,True,False,False,1.0,droidmate,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20658,True,False,False,2.0,droidmate,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20659,True,False,False,2.0,droidmate,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20660,True,False,False,1.0,droidmate,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20661,True,False,False,1.0,droidmate,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20662,True,False,False,2.0,droidmate,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20663,True,False,False,2.0,droidmate,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20664,True,False,False,1.0,droidmate,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20665,True,False,False,1.0,droidmate,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20666,True,False,False,2.0,droidmate,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20667,True,False,False,2.0,fastbot,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20668,True,False,False,1.0,fastbot,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20669,True,False,False,1.0,fastbot,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20670,True,False,False,2.0,fastbot,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20671,True,False,False,2.0,fastbot,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20672,True,False,False,1.0,fastbot,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20673,True,False,False,1.0,fastbot,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20674,True,False,False,2.0,fastbot,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20675,True,False,False,2.0,fastbot,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20676,True,False,False,1.0,fastbot,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20677,True,False,False,1.0,fastbot,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20678,True,False,False,2.0,fastbot,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20679,True,False,False,2.0,fastbot,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20680,True,False,False,1.0,fastbot,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20681,True,False,False,1.0,fastbot,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20682,True,False,False,2.0,fastbot,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20683,True,False,False,2.0,fastbot,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20684,True,False,False,1.0,fastbot,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20685,True,False,False,1.0,fastbot,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20686,True,False,False,2.0,fastbot,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20687,True,False,False,2.0,fastbot,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20688,True,False,False,1.0,fastbot,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20689,True,False,False,1.0,fastbot,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20690,True,False,False,2.0,fastbot,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20691,True,False,False,2.0,fastbot,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20692,True,False,False,1.0,fastbot,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20693,True,False,False,1.0,fastbot,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20694,True,False,False,2.0,fastbot,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20695,True,False,False,2.0,fastbot,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20696,True,False,False,1.0,fastbot,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20697,True,False,False,1.0,fastbot,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20698,True,False,False,2.0,fastbot,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20699,True,False,False,2.0,fastbot,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20700,True,False,False,1.0,fastbot,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20701,True,False,False,1.0,fastbot,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20702,True,False,False,2.0,fastbot,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20703,True,False,False,2.0,humanoid,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20704,True,False,False,1.0,humanoid,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20705,True,False,False,1.0,humanoid,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20706,True,False,False,2.0,humanoid,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20707,True,False,False,2.0,humanoid,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20708,True,False,False,1.0,humanoid,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20709,True,False,False,1.0,humanoid,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20710,True,False,False,2.0,humanoid,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20711,True,False,False,2.0,humanoid,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20712,True,False,False,1.0,humanoid,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20713,True,False,False,1.0,humanoid,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20714,True,False,False,2.0,humanoid,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20715,True,False,False,2.0,humanoid,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20716,True,False,False,1.0,humanoid,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20717,True,False,False,1.0,humanoid,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20718,True,False,False,2.0,humanoid,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20719,True,False,False,2.0,humanoid,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20720,True,False,False,1.0,humanoid,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20721,True,False,False,1.0,humanoid,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20722,True,False,False,2.0,humanoid,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20723,True,False,False,2.0,humanoid,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20724,True,False,False,1.0,humanoid,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20725,True,False,False,1.0,humanoid,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20726,True,False,False,2.0,humanoid,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20727,True,False,False,2.0,humanoid,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20728,True,False,False,1.0,humanoid,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20729,True,False,False,1.0,humanoid,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20730,True,False,False,2.0,humanoid,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20731,True,False,False,2.0,humanoid,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20732,True,False,False,1.0,humanoid,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20733,True,False,False,1.0,humanoid,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20734,True,False,False,2.0,humanoid,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20735,True,False,False,2.0,humanoid,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20736,True,False,False,1.0,humanoid,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20737,True,False,False,1.0,humanoid,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20738,True,False,False,2.0,humanoid,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20739,True,False,False,2.0,monkey,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20740,True,False,False,1.0,monkey,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20741,True,False,False,1.0,monkey,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20742,True,False,False,2.0,monkey,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20743,True,False,False,2.0,monkey,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20744,True,False,False,1.0,monkey,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20745,True,False,False,1.0,monkey,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20746,True,False,False,2.0,monkey,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20747,True,False,False,2.0,monkey,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20748,True,False,False,1.0,monkey,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20749,True,False,False,1.0,monkey,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20750,True,False,False,2.0,monkey,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20751,True,False,False,2.0,monkey,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20752,True,False,False,1.0,monkey,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20753,True,False,False,1.0,monkey,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20754,True,False,False,2.0,monkey,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20755,True,False,False,2.0,monkey,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20756,True,False,False,1.0,monkey,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20757,True,False,False,1.0,monkey,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20758,True,False,False,2.0,monkey,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20759,True,False,False,2.0,monkey,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20760,True,False,False,1.0,monkey,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20761,True,False,False,1.0,monkey,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20762,True,False,False,2.0,monkey,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20763,True,False,False,2.0,monkey,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20764,True,False,False,1.0,monkey,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20765,True,False,False,1.0,monkey,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20766,True,False,False,2.0,monkey,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20767,True,False,False,2.0,monkey,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20768,True,False,False,1.0,monkey,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20769,True,False,False,1.0,monkey,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20770,True,False,False,2.0,monkey,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20771,True,False,False,2.0,monkey,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20772,True,False,False,1.0,monkey,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20773,True,False,False,1.0,monkey,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20774,True,False,False,2.0,monkey,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20775,True,False,False,2.0,qtesting,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20776,True,False,False,1.0,qtesting,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20777,True,False,False,1.0,qtesting,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20778,True,False,False,2.0,qtesting,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20779,True,False,False,2.0,qtesting,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20780,True,False,False,1.0,qtesting,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20781,True,False,False,1.0,qtesting,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20782,True,False,False,2.0,qtesting,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20783,True,False,False,2.0,qtesting,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20784,True,False,False,1.0,qtesting,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20785,True,False,False,1.0,qtesting,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20786,True,False,False,2.0,qtesting,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20787,True,False,False,2.0,qtesting,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20788,True,False,False,1.0,qtesting,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20789,True,False,False,1.0,qtesting,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20790,True,False,False,2.0,qtesting,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20791,True,False,False,2.0,qtesting,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20792,True,False,False,1.0,qtesting,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20793,True,False,False,1.0,qtesting,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20794,True,False,False,2.0,qtesting,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20795,True,False,False,2.0,qtesting,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20796,True,False,False,1.0,qtesting,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20797,True,False,False,1.0,qtesting,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20798,True,False,False,2.0,qtesting,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20799,True,False,False,2.0,qtesting,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20800,True,False,False,1.0,qtesting,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20801,True,False,False,1.0,qtesting,60,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20802,True,False,False,2.0,qtesting,60,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20803,True,False,False,2.0,qtesting,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20804,True,False,False,1.0,qtesting,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20805,True,False,False,1.0,qtesting,180,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20806,True,False,False,2.0,qtesting,180,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20807,True,False,False,2.0,qtesting,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20808,True,False,False,1.0,qtesting,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20809,True,False,False,1.0,qtesting,300,me.diamondforge.tokn_19.apk,NOBS:LEGIT_UNOBSERVABLE,False
20810,True,False,False,2.0,qtesting,300,me.diamondforge.tokn_19.apk,NOBS:SPEC_DEFECT,False
20811,True,False,False,1.0,ape,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20812,True,True,False,1.0,ape,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20813,True,False,False,1.0,ape,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20814,True,True,False,1.0,ape,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20815,True,False,False,1.0,ape,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20816,True,True,False,1.0,ape,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20817,True,False,False,1.0,ape,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20818,True,True,False,1.0,ape,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20819,True,False,False,1.0,ape,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20820,True,True,False,1.0,ape,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20821,True,False,False,1.0,ape,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20822,True,True,False,1.0,ape,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20823,True,False,False,1.0,ape,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20824,True,True,False,1.0,ape,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20825,True,False,False,1.0,ape,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20826,True,True,False,1.0,ape,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20827,True,False,False,1.0,ape,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20828,True,True,False,1.0,ape,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20829,True,False,False,1.0,ares,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20830,True,True,False,1.0,ares,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20831,True,False,False,1.0,ares,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20832,True,True,False,1.0,ares,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20833,True,False,False,1.0,ares,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20834,True,True,False,1.0,ares,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20835,True,False,False,1.0,ares,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20836,True,True,False,1.0,ares,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20837,True,False,False,1.0,ares,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20838,True,True,False,1.0,ares,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20839,True,False,False,1.0,ares,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20840,True,True,False,1.0,ares,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20841,True,False,False,1.0,ares,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20842,True,True,False,1.0,ares,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20843,True,False,False,1.0,ares,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20844,True,True,False,1.0,ares,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20845,True,False,False,1.0,ares,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20846,True,True,False,1.0,ares,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20847,True,False,False,1.0,droidbot:bfs_greedy,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20848,True,True,False,1.0,droidbot:bfs_greedy,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20849,True,False,False,1.0,droidbot:bfs_greedy,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20850,True,True,False,1.0,droidbot:bfs_greedy,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20851,True,False,False,1.0,droidbot:bfs_greedy,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20852,True,True,False,1.0,droidbot:bfs_greedy,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20853,True,False,False,1.0,droidbot:bfs_greedy,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20854,True,True,False,1.0,droidbot:bfs_greedy,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20855,True,False,False,1.0,droidbot:bfs_greedy,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20856,True,True,False,1.0,droidbot:bfs_greedy,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20857,True,False,False,1.0,droidbot:bfs_greedy,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20858,True,True,False,1.0,droidbot:bfs_greedy,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20859,True,False,False,1.0,droidbot:bfs_greedy,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20860,True,True,False,1.0,droidbot:bfs_greedy,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20861,True,False,False,1.0,droidbot:bfs_greedy,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20862,True,True,False,1.0,droidbot:bfs_greedy,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20863,True,False,False,1.0,droidbot:bfs_greedy,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20864,True,True,False,1.0,droidbot:bfs_greedy,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20865,True,False,False,1.0,droidbot:bfs_naive,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20866,True,True,False,1.0,droidbot:bfs_naive,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20867,True,False,False,1.0,droidbot:bfs_naive,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20868,True,True,False,1.0,droidbot:bfs_naive,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20869,True,False,False,1.0,droidbot:bfs_naive,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20870,True,True,False,1.0,droidbot:bfs_naive,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20871,True,False,False,1.0,droidbot:bfs_naive,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20872,True,True,False,1.0,droidbot:bfs_naive,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20873,True,False,False,1.0,droidbot:bfs_naive,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20874,True,True,False,1.0,droidbot:bfs_naive,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20875,True,False,False,1.0,droidbot:bfs_naive,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20876,True,True,False,1.0,droidbot:bfs_naive,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20877,True,False,False,1.0,droidbot:bfs_naive,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20878,True,True,False,1.0,droidbot:bfs_naive,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20879,True,False,False,1.0,droidbot:bfs_naive,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20880,True,True,False,1.0,droidbot:bfs_naive,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20881,True,False,False,1.0,droidbot:bfs_naive,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20882,True,True,False,1.0,droidbot:bfs_naive,300,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20883,True,False,False,1.0,droidbot:dfs_greedy,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20884,True,True,False,1.0,droidbot:dfs_greedy,60,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20885,True,False,False,1.0,droidbot:dfs_greedy,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
20886,True,True,False,1.0,droidbot:dfs_greedy,180,me.mudkip.moememos_48.apk,NOBS:LEGIT_UNOBSERVABLE,False
