"round","claim_id","spec","dimension","resolution","classification","severity_resolved","severity_kind","severity_s4_letter","fen_source","fen_canonical","pilot_join_source"
"batchD","ALFA-MDG-04","MessageDigestSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchD","ALFA-MDG-05","MessageDigestSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-C-WHITELIST-EXTRA","FEN-C-WHITELIST-EXTRA",""
"batchD","ALFA-MDG-06","MessageDigestSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-MDG-07","MessageDigestSpec","bindings_clausulas","PASS","DIVERGÊNCIA_EQUIVALENTE_COMPROVADA","minor","of-record","minor","","",""
"batchD","ALFA-MDG-08","MessageDigestSpec","bindings_clausulas","FAIL","OMITIDA","major","of-record","major","FEN-D-ARITH-OMITIDA","FEN-D-ARITH-OMITIDA",""
"batchD","ALFA-MDG-09","MessageDigestSpec","predicados_composicao","PASS","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","minor","of-record","minor","","",""
"batchD","ALFA-MDG-10","MessageDigestSpec","diagnostico","FAIL","INCORRETA","minor","of-record","minor","FEN-MDG-LABEL-STALE","FEN-MDG-LABEL-STALE",""
"batchD","ALFA-MDG-11","MessageDigestSpec","linguagem_formal","FAIL","INCORRETA","minor","of-record","minor","FEN-C-ACCEPT-END","FEN-C-ACCEPT-END",""
"batchD","ALFA-KPG-01","KeyPairGeneratorSpec","captura_eventos","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-KPG-02","KeyPairGeneratorSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-KPG-NPE","FEN-KPG-NPE",""
"batchD","ALFA-KPG-03","KeyPairGeneratorSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-KPG-FAILSINK","FEN-KPG-FAILSINK",""
"batchD","ALFA-KPG-04","KeyPairGeneratorSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-KPG-INIT2-SUPPRESSED","FEN-KPG-INIT2-SUPPRESSED",""
"batchD","ALFA-KPG-05","KeyPairGeneratorSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchD","ALFA-KPG-06","KeyPairGeneratorSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-KPG-INITERROR-PLACEMENT","FEN-KPG-INITERROR-PLACEMENT",""
"batchD","ALFA-KPG-07","KeyPairGeneratorSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchD","ALFA-KPG-08","KeyPairGeneratorSpec","predicados_composicao","PASS","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","major","of-record","major","","",""
"batchD","ALFA-KPG-09","KeyPairGeneratorSpec","predicados_composicao","PASS","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","minor","of-record","minor","","",""
"batchD","ALFA-KPG-10","KeyPairGeneratorSpec","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-D-KEYPAIR-EDGE","FEN-D-KEYPAIR-EDGE",""
"batchD","ALFA-KPG-11","KeyPairGeneratorSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-SRD-01","SecureRandomSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-SRD-NEXTBYTES-FP","FEN-SRD-NEXTBYTES-FP",""
"batchD","ALFA-SRD-02","SecureRandomSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-SRD-C3-SILENT","FEN-SRD-C3-SILENT",""
"batchD","ALFA-SRD-03","SecureRandomSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-SRD-SEED-AFTER-END","FEN-SRD-SEED-AFTER-END",""
"batchD","ALFA-SRD-04","SecureRandomSpec","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-SRD-RANDOMIZED-OVERGRANT","FEN-SRD-RANDOMIZED-OVERGRANT",""
"batchD","ALFA-SRD-05","SecureRandomSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-SRD-06","SecureRandomSpec","captura_eventos","FAIL","INCORRETA","major","of-record","major","FEN-SRD-EXTRA-ALPHABET","FEN-SRD-EXTRA-ALPHABET",""
"batchD","ALFA-SRD-07","SecureRandomSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-SRD-08","SecureRandomSpec","captura_eventos","FAIL","INCORRETA","major","of-record","major","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchD","ALFA-SRD-09","SecureRandomSpec","linguagem_formal","FAIL","INCORRETA","minor","of-record","minor","FEN-C-ACCEPT-END","FEN-C-ACCEPT-END",""
"batchD","ALFA-SRD-10","SecureRandomSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-SIG-01","SignatureSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-SIG-SIGN-VOID","FEN-SIG-SIGN-VOID",""
"batchD","ALFA-SIG-02","SignatureSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchD","ALFA-SIG-03","SignatureSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchD","ALFA-SIG-04","SignatureSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-SIG-05","SignatureSpec","predicados_composicao","FAIL","INCORRETA","major","of-record","major","FEN-SIG-VERIFIED-WRONGSLOT","FEN-SIG-VERIFIED-WRONGSLOT",""
"batchD","ALFA-SIG-06","SignatureSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-SIG-07","SignatureSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-SIG-08","SignatureSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-SET-10","SET","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-D-PREPAREDHMAC-GUARANTEED-FIRE","FEN-D-PREPAREDHMAC-GUARANTEED-FIRE",""
"batchD","ALFA-SET-11","SET","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-SRD-RANDOMIZED-OVERGRANT","FEN-SRD-RANDOMIZED-OVERGRANT",""
"batchD","ALFA-SET-12","SET","predicados_composicao","FAIL","INCORRETA","major","of-record","major","FEN-D-REGISTER-ANCHOR-DRIFT","FEN-D-REGISTER-ANCHOR-DRIFT",""
"batchD","ALFA-SET-13","SET","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchD","ALFA-SET-14","SET","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-C-EMPTY-LABEL","FEN-C-EMPTY-LABEL",""
"batchD","ALFA-SET-15","SET","reprodutibilidade","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","BETA-SET-01","SET","reprodutibilidade","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","BETA-SET-02","SET","reprodutibilidade","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","BETA-SET-03","SET","reprodutibilidade","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","BETA-SET-04","SET","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-SET-FAIL-OPEN","FEN-SET-FAIL-OPEN",""
"batchD","BETA-SET-05","SET","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","BETA-MAC-01","MacSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-MAC-F3-UNBOUND","FEN-MAC-F3-UNBOUND",""
"batchD","BETA-MAC-02","MacSpec","captura_eventos","FAIL","OMITIDA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchD","BETA-MAC-03","MacSpec","predicados_composicao","FAIL","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","minor","of-record","minor","FEN-D-S13-BYTEBUFFER","FEN-D-S13-BYTEBUFFER",""
"batchD","BETA-MAC-04","MacSpec","predicados_composicao","FAIL","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","minor","of-record","minor","FEN-D-CACHE-BOXING","FEN-D-CACHE-BOXING",""
"batchD","BETA-MAC-05","MacSpec","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-MAC-KEYGATE-EXTRA","FEN-MAC-KEYGATE-EXTRA",""
"batchD","BETA-MAC-06","MacSpec","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchD","BETA-MDG-01","MessageDigestSpec","captura_eventos","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","BETA-MDG-02","MessageDigestSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","BETA-KPG-01","KeyPairGeneratorSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","BETA-KPG-02","KeyPairGeneratorSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-SET-firstcall-disjunct","FEN-SET-FIRSTCALL-DISJUNCT",""
"batchD","BETA-KPG-03","KeyPairGeneratorSpec","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchD","BETA-KPG-04","KeyPairGeneratorSpec","captura_eventos","FAIL","OMITIDA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchD","BETA-KPG-05","KeyPairGeneratorSpec","predicados_composicao","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA (D-S14, capability-absent registrada)","none","of-record","none","","",""
"batchD","BETA-SRD-01","SecureRandomSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-SET-VARARGS-ARGS-IGNORED","FEN-SET-VARARGS-ARGS-IGNORED",""
"batchD","BETA-SRD-02","SecureRandomSpec","captura_eventos","FAIL","INCORRETA","major","of-record","major","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchD","BETA-SRD-03","SecureRandomSpec","captura_eventos","FAIL","INCORRETA","major","of-record","major","FEN-SET-DECLARED-ONLY","FEN-SET-DECLARED-ONLY",""
"batchD","BETA-SRD-04","SecureRandomSpec","diagnostico","FAIL","OMITIDA","critica","of-record","critica","FEN-SRD-C3-SILENT","FEN-SRD-C3-SILENT",""
"batchD","BETA-SRD-05","SecureRandomSpec","predicados_composicao","FAIL","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","minor","of-record","minor","FEN-D-CACHE-BOXING","FEN-D-CACHE-BOXING",""
"batchD","BETA-SRD-06","SecureRandomSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","BETA-SIG-01","SignatureSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-SIG-SIGN-VOID","FEN-SIG-SIGN-VOID",""
"batchD","BETA-SIG-02","SignatureSpec","captura_eventos","FAIL","OMITIDA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchD","BETA-SIG-03","SignatureSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","BETA-SIG-04","SignatureSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","BETA-SET-06","SET","toolchain_android","INCONCLUSIVE","INCONCLUSIVA","minor","of-record","minor","","",""
"batchD","BETA-SET-07","SET","toolchain_android","INCONCLUSIVE","INCONCLUSIVA","minor","of-record","minor","","",""
"batchD","GAMA-MAC-01","MacSpec","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchD","GAMA-MAC-02","MacSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-MAC-KEYGATE-EXTRA","FEN-MAC-KEYGATE-EXTRA",""
"batchD","GAMA-MAC-03","MacSpec","toolchain_android","FAIL","INCORRETA","critica","of-record","critica","FEN-MAC-F3-UNBOUND","FEN-MAC-F3-UNBOUND",""
"batchD","GAMA-MAC-04","MacSpec","captura_eventos","FAIL","INCORRETA","major","of-record","major","FEN-C-EMPTY-LABEL","FEN-C-EMPTY-LABEL",""
"batchD","GAMA-MAC-05","MacSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","GAMA-MAC-06","MacSpec","predicados_composicao","FAIL","INCORRETA","major","of-record","major","FEN-D-REGISTER-ANCHOR-DRIFT","FEN-D-REGISTER-ANCHOR-DRIFT",""
"batchD","GAMA-MDG-01","MessageDigestSpec","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchD","GAMA-MDG-02","MessageDigestSpec","captura_eventos","FAIL","INCORRETA","major","of-record","major","FEN-C-EMPTY-LABEL","FEN-C-EMPTY-LABEL",""
"batchD","GAMA-MDG-03","MessageDigestSpec","bindings_clausulas","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA (por ordem de advice)","none","of-record","none","FEN-D-CONDVAR-LATENTE","FEN-D-CONDVAR-LATENTE",""
"batchD","GAMA-MDG-04","MessageDigestSpec","diagnostico","FAIL","INCORRETA","minor","of-record","minor","FEN-MDG-LABEL-STALE","FEN-MDG-LABEL-STALE",""
"batchD","GAMA-MDG-05","MessageDigestSpec","diagnostico","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA","none","of-record","none","","",""
"batchD","GAMA-KPG-01","KeyPairGeneratorSpec","toolchain_android","FAIL","INCORRETA","critica","of-record","critica","FEN-KPG-NPE","FEN-KPG-NPE",""
"batchD","GAMA-KPG-02","KeyPairGeneratorSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchD","GAMA-KPG-03","KeyPairGeneratorSpec","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchD","GAMA-KPG-04","KeyPairGeneratorSpec","toolchain_android","FAIL","INCORRETA","critica","of-record","critica","FEN-A-STALE-FLAGS","FEN-A-STALE-FLAGS",""
"batchD","GAMA-KPG-05","KeyPairGeneratorSpec","bindings_clausulas","FAIL","OMITIDA","critica","of-record","critica","FEN-KPG-INIT2-SUPPRESSED","FEN-KPG-INIT2-SUPPRESSED",""
"batchD","GAMA-KPG-06","KeyPairGeneratorSpec","toolchain_android","FAIL","INCORRETA","critica","of-record","critica","FEN-SET-firstcall-disjunct","FEN-SET-FIRSTCALL-DISJUNCT",""
"batchD","GAMA-KPG-07","KeyPairGeneratorSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","GAMA-SRD-01","SecureRandomSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-SRD-NEXTBYTES-FP","FEN-SRD-NEXTBYTES-FP",""
"batchD","GAMA-SRD-02","SecureRandomSpec","diagnostico","INCONCLUSIVE","INCONCLUSIVA","major","of-record","major","FEN-SRD-NEXTBYTES-FP","FEN-SRD-NEXTBYTES-FP",""
"batchD","GAMA-SRD-03","SecureRandomSpec","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-SRD-RANDOMIZED-OVERGRANT","FEN-SRD-RANDOMIZED-OVERGRANT",""
"batchD","GAMA-SRD-04","SecureRandomSpec","bindings_clausulas","FAIL","LIMITACAO_INEVITAVEL_DOCUMENTADA (D-S13 cache-identity; leitura do slot-argumento literal a randomized[numB]; ambiguidade do oraculo registrada)","minor","of-record","minor","FEN-D-CACHE-BOXING","FEN-D-CACHE-BOXING",""
"batchD","GAMA-SRD-05","SecureRandomSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","GAMA-SRD-06","SecureRandomSpec","captura_eventos","FAIL","INCORRETA","major","of-record","major","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchD","GAMA-SIG-01","SignatureSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-SIG-SIGN-VOID","FEN-SIG-SIGN-VOID",""
"batchD","GAMA-SIG-02","SignatureSpec","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-C-EMPTY-LABEL","FEN-C-EMPTY-LABEL",""
"batchD","GAMA-SIG-03","SignatureSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchD","GAMA-SIG-04","SignatureSpec","predicados_composicao","FAIL","INCORRETA (escrita no objeto errado vs verified[sign] da regra crua)","major","of-record","major","FEN-SIG-VERIFIED-WRONGSLOT","FEN-SIG-VERIFIED-WRONGSLOT",""
"batchD","GAMA-SIG-05","SignatureSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchD","GAMA-SET-23","SET","toolchain_android","FAIL","INCORRETA","major","of-record","major","FEN-SET-STATIC-DEAD-TARGETS","FEN-SET-STATIC-DEAD-TARGETS",""
"batchD","GAMA-SET-24","SET","toolchain_android","FAIL","INCORRETA","minor","of-record","minor","FEN-SET-STATIC-JCA-DEFAULT","FEN-SET-STATIC-JCA-DEFAULT",""
"batchD","GAMA-SET-26","SET","diagnostico","FAIL","LIMITACAO_INEVITAVEL_DOCUMENTADA","major","of-record","major","FEN-SET-DEDUPE","FEN-SET-DEDUPE",""
"batchD","GAMA-SET-27","SET","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-C-EMPTY-LABEL","FEN-C-EMPTY-LABEL",""
"batchD","GAMA-SET-28","SET","reprodutibilidade","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
