"id","spec_clausula","dimensao","fenomeno_id","posicao","classificacao","tipo","evidencia_primaria","resultado","contraevidencia_procurada","ameaca_validade","impacto_fp_fn","severidade","confianca","resolucao_juiz","classificacao_final","severidade_final","justificativa_curta","fenomeno_id_final"
"GAMA-KPR-03","KeyPairSpec/@match marca null (colisao de nome keyPair + sem write-back)","bindings_clausulas","FEN-KPR-MATCH-NULL","FAIL","INCORRETA","PROVADO","mop:19 (parametro keyPair) + mop:21 (variavel keyPair — mesmo nome); artefato Prop_1_event_c1:178-182 declara local 'KeyPair keyPair' restaurado de Ref_keyPair sombreando o campo :138; 'keyPair = kp' escreve o local e se perde; handler_match:239-244 le o campo (sempre null); harness kpr_b: isInAcceptingState(kp1)=false, isInAcceptingState(null)=true","EXECUTADO: setObjectAsInAcceptingState(null) em toda aceitacao; o KeyPair jamais e marcado; IdentityHashMap aceita null sem NPE","procurada qualquer escrita ao campo keyPair no artefato: inexistente alem da declaracao; procurado leitor de isInAcceptingState em producao: apenas testes (grep rvsec, jca_android/*.mop: zero) e o README gh101 ja registra o marcador como inerte no conjunto","efeito observavel hoje nulo (nenhum leitor); vira defeito ativo se um leitor for adicionado","nenhum FP/FN atual; efeito declarado da spec e inerte","minor","0.95","FAIL","INCORRETA","minor","Confirmado; sombreamento verificado no artefato pelo juiz (:179 vs :138); probe null executado (J2e); sem leitor -> minor","FEN-KPR-MATCH-NULL"
"GAMA-KPR-04","KeyPairSpec/dois REQUIRES violados no mesmo sitio => 1 registro (dedupe)","diagnostico","FEN-SET-DEDUPE-EXPECTING","FAIL","INCORRETA","PROVADO","ErrorDescription.hashCode/equals excluem expecting (ErrorDescription.java:108-139, comentario :132-134); ambos os reports do c1 tem mesmo (tipo,spec,__LOC); harness kpr_c: 2 addError => errors=1, sobrevive a clausula da chave publica (ordem de chegada)","EXECUTADO: a violacao generatedPrivkey e permanentemente silenciada no sitio quando ambas ocorrem; contagem e atribuicao por clausula impossiveis (cita GAMA-SET-06)","procurada distincao de chave de dedupe entre os dois reports: inexistente por construcao","dedupe e por processo; reinicio do processo repete o mesmo colapso","FN de clausula (segunda clausula nunca registrada) e contagem enganosa","major","0.95","FAIL","INCORRETA","major","Confirmado; J2f: 2 addError -> 1 registro (sobrevive a clausula da chave publica); chave de dedupe verificada na fonte","FEN-SET-DEDUPE-EXPECTING"
"GAMA-KPR-05","KeyPairSpec/@fail 3-args => expecting=unknown no canal de sequencia","diagnostico","FEN-SET-UNKNOWN-EXPECTING","FAIL","INCORRETA","PROVADO","mop:64; harness kpr_a/kpr_b: registros 'expecting=unknown'; historico: 668/668 linhas message=unknown (B.7 do output)","canal vivo e historicamente dominante emite unknown — G9 violado; o dataset inteiro desta spec e inatribuivel sem replay","procurada mensagem no handler: inexistente","nenhuma","atribuicao impossivel; 100% do historico desta spec e unknown","major","0.95","FAIL","INCORRETA","major","Confirmado; unknown executado; 668/668 historico re-verificado","FEN-SET-UNKNOWN-EXPECTING"
"GAMA-KPR-06","KeyPairSpec/historico 668 linhas — estratificacao e hipotese","reprodutibilidade","FEN-KPR-CO-OPCIONAL","INCONCLUSIVE","INCONCLUSIVA","MEDIDO","gama_errors_batchB.py (freeze sha256 78023def... verificado antes de ler) + output: 668 linhas / 5 unique_msg / 8 APKs / 8 sitios; 100% InvalidSequenceOfMethodCalls; 100% message=unknown; 0 celulas com par especifico+generico (B.5); 0 'but found .' (B.6); linhas por sitio pares (286/218/134/16/8/2/2/2) — consistente com pares gpu+gpr por execucao; qtesting 136 linhas em 19 celulas (H7: dedupe por processo infla por restarts)","H-KPR-1: as 668 linhas sao o FP de GAMA-KPR-01 (gpu/gpr sem c1 em codigo de geracao de chaves); nomes dos 8 sitios (generateECKeys, generateKeyPair, CertReq, KeyPairGenRSA.init, generateKey) todos consistentes; testes discriminantes nomeados: (i) micro-APK generateKeyPair+getPublic instrumentado ajc E dexlib2 com RVSEC-COV no sitio; (ii) replay pareado jca vs jca_android num sitio historico; (iii) inspecao DEX de APK instrumentado da campanha em ase-journal","procurada linha KeyPairSpec com categoria especifica ou mensagem nao-unknown: inexistente; procurado sitio com contagem impar: inexistente","dados PRE-GH100/GH101 (perda de emissao possivel); pseudorreplicacao (11 tools x reps x timeouts; linhas invalidas como unidade de inferencia); zero atribuicao causal sem replay (protocolo §12)","se H-KPR-1 confirmar: praticamente todo o historico desta spec e FP","major","0.85","INCONCLUSIVE","INCONCLUSIVA","major","Mantido; H-KPR-1 permanece hipotese com testes discriminantes nomeados; fatos de estratificacao re-verificados pelo juiz; atribuicao causal so no replay","FEN-KPR-CO-OPCIONAL"
"GAMA-KPR-07","KeyPairSpec/registro gh101 da divergencia de ORDER (co? -> c1 obrigatorio)","reprodutibilidade","FEN-KPR-CO-OPCIONAL","FAIL","OMITIDA","OBSERVADO_EM_ARTEFATO","divergence_record.csv linhas KeyPairSpec (9628403a4dcd, bbfb62eb1210, d1eb9309d849, 021c4ee5ed69, 130490fde626): todas predicate-graph; conformance_record.csv: 'the rule carries no membership constraint'; frozen_set_debt.md e README.md: nada sobre co?/ere","a divergencia de linguagem mais consequente da spec (FP ubiquo demonstrado) sem classificacao em registro algum","procurado 'co?'/'optional'/'generateKeyPair' em todos os CSVs/MDs de data/gh101: inexistente","registro pode existir fora dos caminhos declarados","indireto: FP sistemico nao rastreavel a decisao registrada","major","0.9","FAIL","OMITIDA","major","Confirmado; greps re-executados (co?/optional/generateKeyPair: 0 hits em registros)","FEN-KPR-CO-OPCIONAL"
"GAMA-SKY-01","SecretKeySpec(SecretKey)/violacoes ge-apos-d e d-apos-d silenciosas","diagnostico","FEN-SKY-VIOLACAO-SILENCIOSA","FAIL","INCORRETA","PROVADO","transitions e1={0,2,2} d={1,2,2} (RuntimeMonitor.java:85-86); estado 2 morto; artefato NAO gera Category_fail nem handler fail (unico flag: Category_match :88); harness sky: getEncoded-apos-destroy e segundo destroy => 0 erros","EXECUTADO: as duas violacoes do ORDER ge*, d? sao absorvidas no estado morto sem qualquer report — FN silencioso; spec inteira nao tem canal diagnostico algum","procurado handler fail/report em todo o artefato: inexistente; procurado no .mop: @match vazio e nenhum @fail","uso real de destroy() e raro (default lanca DestroyFailedException) — magnitude pratica do FN baixa, existencia provada","FN demonstrado em trace realizavel","critica","0.9","FAIL","INCORRETA","critica","Confirmado; J2g: 2 violacoes -> 0 registros; sem Category_fail no artefato (verificado)","FEN-SKY-VIOLACAO-SILENCIOSA"
"GAMA-SKY-02","SecretKeySpec(SecretKey)/ENSURES preparedKeyMaterial condicionado a GENERATED_KEY (clausula que a regra nao tem)","predicados_composicao","FEN-SKY-ENSURES-CONDICIONADO","FAIL","INCORRETA","PROVADO","SecretKey.cryptsl:23-26 (ENSURES incondicional apos ge; regra SEM REQUIRES); mop:22-27 condition(validate(GENERATED_KEY, secretKey)); harness sky(a): chave nao monitorada => RANDOMIZED(enc)=false e zero eventos","EXECUTADO: getEncoded conforme ao oraculo deixa keyMaterial sem marca; leitores downstream de RANDOMIZED (PBEKeySpecSpec err2/err3, SecretKeySpecSpec c3) acusam fluxos conformes em sitios deslocados (cadeia lida das specs de producao; fim-a-fim inferido)","procurado REQUIRES na regra api30: inexistente; procurada a condicao no gemeo jca: identica (herdada, nao introduzida pelo gh101)","vies do oraculo (1.5.2 pode divergir) registrado; fim-a-fim nao executado (G10-SKY-1: harness com PBEKeySpec downstream)","FN do ENSURES + FP deslocado downstream realizavel","critica","0.85","FAIL","INCORRETA","critica","Confirmado; J2g: RANDOMIZED negado; regra sem REQUIRES verificada","FEN-SKY-ENSURES-CONDICIONADO"
"GAMA-SKY-03","SecretKeySpec(SecretKey)/NEGATES generatedKey[this,_] via remove por objeto","predicados_composicao","FEN-SKY-NEGATES","PASS","FIDELIDADE_DEMONSTRADA","PROVADO","mop:38-42; ExecutionContext.remove(Property,Object):81-88 (por objeto, IdentityHashMap); harness sky(b): apos d, GENERATED_KEY(key)=false","EXECUTADO: remocao por instancia com identidade coincidente com o indice do monitor; wildcard do 2o slot preservado trivialmente (store de 1 slot — FEN-SET-GENERATEDKEY-2A-CASA lado leitor/negates coerente)","procurada remocao global indevida: inexistente (remove por objeto)","store de 1 slot e a limitacao ja registrada no conjunto","nenhum","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","Confirmado; remove por objeto verificado e executado","FEN-SKY-NEGATES"
"GAMA-SKY-04","SecretKeySpec(SecretKey)/registro gh101 do condicionamento do ENSURES","reprodutibilidade","FEN-SKY-ENSURES-CONDICIONADO","FAIL","OMITIDA","OBSERVADO_EM_ARTEFATO","divergence_record.csv linha SecretKeySpec.mop (3d12842da2f6) cobre so o evento d/NEGATES; predicate_edges.csv linha 'present-surrogate' sem ressalva da condition; conformance_record e frozen_set_debt: nada","clausula adicionada (gate GENERATED_KEY) sem classificacao em registro algum","procurado 'getEncoded'/'preparedKeyMaterial' em todos os MDs/CSVs de data/gh101: so a contagem 'borrowed constant' do README:162","registro pode existir fora dos caminhos declarados","indireto","major","0.9","FAIL","OMITIDA","major","Confirmado; linha 83 e edges:64 lidas pelo juiz: nenhuma ressalva do gate","FEN-SKY-ENSURES-CONDICIONADO"
"GAMA-SKY-05","SecretKeySpec(SecretKey)/ere e1* (d|epsilon) vs ORDER ge*, d?","linguagem_formal","FEN-SKY-ORDEM-EQUIVALENTE","PASS","FIDELIDADE_DEMONSTRADA","PROVADO","automato efetivo: estados 0 (aceita, laco e1), 1 (aceita, pos-d), 2 morto; transitions :85-86; linguagem aceita = e1* d? exatamente (verificacao por inspecao das 2 tabelas x 3 estados)","dupla inclusao modulo alfa vale para o ORDER (a regra api30 nao tem REQUIRES/CONSTRAINTS; unica divergencia semantica e GAMA-SKY-02, fora do ORDER); confirma a alegacao 'verified in the generated monitor' do registro 3d12842da2f6","procurada palavra aceita pelo mop e rejeitada pela regra (e vice-versa) nas 8 palavras ate comprimento 3: inexistente","equivalencia declarada SO da dimensao 1 (proibido generalizar — modelo semantico §6)","nenhum","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","Confirmado; walk do juiz reproduz a dupla inclusao do ORDER","FEN-SKY-ORDEM-EQUIVALENTE"
"GAMA-PBK-01","PBEKeySpecSpec/colapso de dedupe das clausulas err1/err2/err3 no mesmo __LOC","diagnostico","FEN-PBK-ERR-DEDUPE-COLAPSO","FAIL","INCORRETA","PROVADO","advice fundido chama c1,err1,err2,err3 do MESMO joinpoint (Aspect.aj:48-58) => mesmo __LOC; ErrorSummary exclui expecting (ErrorDescription.java:132-134); harness pbk(a): 3 clausulas violadas em 1 linha => errors=1, sobrevive 'third argument should be >= 1000'; controle pbk(b) em 3 linhas => 3 registros","EXECUTADO: num sitio real toda construcao multi-violadora registra APENAS a primeira clausula violada na ordem fixa do advice (c1,err1,err2,err3); as clausulas de randomizacao ficam permanentemente mascaradas naquele sitio (por processo)","controle executado provando que a chave do colapso e o __LOC compartilhado","ordem do advice AJC assumida = ordem textual do .aj (padrao AspectJ); dexlib2 pode ordenar diferente — qual clausula sobrevive pode variar, o colapso nao","FN de clausula (2 de 3 clausulas invisiveis no dataset por sitio)","major","0.95","FAIL","INCORRETA","major","Confirmado; controle 1-linha-vs-N executado tambem pelo juiz (J2i); chave de colapso = __LOC compartilhado + ErrorSummary sem expecting (fonte verificada)","FEN-PBK-ERR-DEDUPE-COLAPSO"
"GAMA-PBK-02","PBEKeySpecSpec/mensagem do err1 'should be >= 1000' vs condicao >= 10000","diagnostico","FEN-PBE-MSG-1000","FAIL","INCORRETA","PROVADO","mop:53-55 (condition iterationCount<10000; mensagem 'third argument should be >= 1000'); artefato :30 do .rvm e RuntimeMonitor (literal preservado); harness: registro com a mensagem falsa","mensagem falsa por 10x — desenvolvedor que 'corrige' para 2000 segue violando e informado que 1000 basta; mesma familia do batch A GAMA-PBE-02 (fenomeno compartilhado FEN-PBE-MSG-1000), agora na spec irma","conferido literal no artefato e na execucao","nenhuma","atrito diagnostico grave","major","0.95","FAIL","INCORRETA","major","Confirmado; mensagem falsa por 10x medida (J2i)","FEN-PBE-MSG-1000"
"GAMA-PBK-03","PBEKeySpecSpec/construtores FORBIDDEN f1/f2 reportados como InvalidSequenceOfMethodCalls unknown","diagnostico","FEN-PBK-FORBIDDEN-UNKNOWN","FAIL","INCORRETA","PROVADO","regra FORBIDDEN 'PBEKeySpec(char[]) => c1' (PBEKeySpec.cryptsl:14-19); mop:29,35 ErrorDescription 3-args InvalidSequenceOfMethodCalls; harness pbk(c): f1 => registro identico em categoria e expecting (unknown) ao do @fail no clearPassword — distinguiveis so pelo __LOC","EXECUTADO: um misuse especifico e acionavel (a regra ate sugere a alternativa c1) entra no dataset indistinguivel de ruido generico de sequencia; a categoria correta existiria (UnsatisfiedConstraint ou tipo proprio) e a mensagem poderia citar o construtor de 4 args","procurada mensagem/categoria especifica em f1/f2: inexistente","nenhuma","atribuicao de FORBIDDEN impossivel sem mapa __LOC->construtor","major","0.9","FAIL","INCORRETA","major","Confirmado; f1/f2 emitem InvalidSequenceOfMethodCalls unknown (.mop:29/:35 verificado)","FEN-PBK-FORBIDDEN-UNKNOWN"
"GAMA-PBK-04","PBEKeySpecSpec/construcao fraca + clearPassword => @fail espurio no cP","linguagem_formal","FEN-PBK-CP-FAIL-ESPURIO","FAIL","INCORRETA","PROVADO","ere (f1|f2|err1|err2|err3)* c1 c2: construcao violadora fica no estado 0 e c2={3,2,3,3} de 0 -> 3 fail; harness pbk(a2): apos err1 (registro especifico), clearPassword => +1 InvalidSeq unknown","EXECUTADO: o ORDER da regra (c1, cP) FOI cumprido — a violacao era de CONSTRAINTS — e ainda assim o conjunto adiciona um InvalidSeq falso no sitio do clearPassword: erro especifico acompanhado de sequencia-invalida espuria (gate G9), so que ADIADO para o evento seguinte; refuta a predicao de H2 de que o conjunto derivado desacopla o pareamento (persiste em forma adiada); a boa higiene (limpar a senha) e o gatilho da acusacao","procurado caminho em que err* leve c2 a nao falhar: inexistente (err* nao avancam, por design registrado 49107d1ff4ce)","o trace contem de fato um misuse (constraints) — o espurio e de atribuicao/sequencia, nao acusacao de app inocente","FP de sequencia em trace cujo ORDER e conforme; pareamento especifico+generico volta ao dataset","major","0.9","FAIL","INCORRETA","critica","Confirmado; harmonizado major->critica (FEN-PBK-RESIDUO): J2h mostra o residuo em trace conforme ao oraculo; registro afirma violacao de sequencia inexistente; par.4. Atualizacao de H2 registrada (pareamento retorna em forma adiada)","FEN-PBK-CP-FAIL-ESPURIO"
"GAMA-PBK-05","PBEKeySpecSpec/err2 exige randomized[password] — clausula que a regra nao tem","predicados_composicao","FEN-PBK-PASSWORD-RANDOMIZED","FAIL","INCORRETA","PROVADO","PBEKeySpec.cryptsl:38-41 (REQUIRES randomized[salt] apenas; sobre password ha so neverTypeOf, clausula estatica); mop:58-64 err2 acusa password nao randomizada; harness pbk(b): err2 dispara para senha comum","senha digitada/derivada (o caso normal do PBE!) nunca carrega RANDOMIZED (writers: SecureRandom/RandomStringPassword) => toda construcao com senha real e acusada 'first argument should have been randomized' — FP sistematico contra o oraculo congelado; c1 tambem exige (mop:43) => spec conforme nunca ganha SPECCED_KEY => FN adicional do ENSURES","procurado randomized[password] na regra api30: inexistente; err2 herdado do jca (diff: so ere/returning mudaram) — nao e regressao do gh101","o proposito da checagem (senha fraca) e defensavel criptograficamente — mas o protocolo fixa o oraculo congelado como norma; vies registrado","FP sistematico realizavel (qualquer PBE com senha nao-CSPRNG) + FN do ENSURES speccedKey","critica","0.9","FAIL","INCORRETA","critica","Confirmado; J2h re-executado (err2 + SPECCED_KEY negado)","FEN-PBK-PASSWORD-RANDOMIZED"
"GAMA-PBK-06","PBEKeySpecSpec/registros gh101 das divergencias err2/mensagem-1000","reprodutibilidade","FEN-PBK-PASSWORD-RANDOMIZED","FAIL","OMITIDA","OBSERVADO_EM_ARTEFATO","divergence_record.csv linhas PBK (49107d1ff4ce, d57afb190618, 64965ccb0451): so layer-2; conformance_record: 'implications, not a membership set'; README 4.11 registra o neverTypeOf ausente mas NAO a clausula randomized[password] adicionada nem a mensagem 1000; frozen_set_debt: so o historico layer-2","duas divergencias semanticas sem classificacao (a clausula adicionada e a mensagem falsa); busca por '1000' em data/gh101: zero hits","procurado 'password' e '1000' em todos os CSVs/MDs de data/gh101: so os hits listados","registro pode existir fora dos caminhos declarados","indireto","major","0.9","FAIL","OMITIDA","major","Confirmado; greps re-executados ('1000' fora de 10000: 0 hits em gh101)","FEN-PBK-PASSWORD-RANDOMIZED"
"GAMA-PBK-07","PBEKeySpecSpec/reparo layer-2 (prefixo estrela) efetivo no artefato","diagnostico","FEN-SET-LAYER2-REPARO","PASS","FIDELIDADE_DEMONSTRADA","PROVADO","transitions f1/f2/err1/err2/err3={0,3,3,3} (RuntimeMonitor :206-211): laco no estado 0; harness pbk(a)/(b): reports especificos na construcao saem SEM InvalidSeq acompanhante no proprio evento; returning() em f1/f2 os tira da fatia vazia (registro d57afb190618 confere)","reparo real no artefato efetivo: no evento violador nao ha mais o segundo InvalidSeq imediato do jca; ressalva: o espurio reaparece ADIADO no c2 (GAMA-PBK-04) — o gate G9 segue violado no trace, nao no evento","procurada transicao err*->fail em um passo: inexistente","nenhuma","reducao parcial do FP espurio","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","Confirmado; prefixo estrela mantido no artefato (walk do juiz); ressalva do residuo adiado mantida","FEN-SET-LAYER2-REPARO"
"GAMA-SET-12","conjunto/visao estatica chaveada em jca omite o alvo destroy do batch B","toolchain_android","FEN-SET-JCA-DIR-DEFAULT","FAIL","INCORRETA","MEDIDO","mop-extractor (jar de producao) sobre copias scratch dos 5 jca_android e dos 5 gemeos jca: gama_extractor_ja.csv (20 linhas) vs gama_extractor_j.csv (19); diff = exatamente 'javax.crypto.SecretKey,destroy' ausente do jca","com o default literal 'jca' do config (rv_static_analysis/config.py:199-206 — GAMA-SET-01 citada, nao re-derivada), a visao estatica de um APK instrumentado com jca_android omite destroy() — a unica diferenca de alvo do batch B — e mopActivities/cov_mop nunca o incluem","procurada qualquer outra diferenca de alvos entre os dois conjuntos: inexistente (diff de 1 linha)","extractor exercita JavamopFacade.listUsedMethods como o cliente GATOR (MopSpecsTargetSource) mas nao a invocacao GATOR completa","subcontagem estatica do alvo destroy; demais alvos identicos","minor","0.9","FAIL","INCORRETA","minor","Confirmado; diff de 1 linha (destroy) entre extratores conferido nos arquivos de evidencia; config re-verificada","FEN-SET-JCA-DIR-DEFAULT"
"GAMA-SET-13","conjunto/cegueira estatica a construtores medida no batch B (nuance de GAMA-SET-09)","toolchain_android","FEN-SET-CTOR-INVISIVEL-ESTATICA","FAIL","INCORRETA","MEDIDO","gama_extractor_ja.csv: 6 das 20 linhas com method='new' (KeyPair, CIS, COS, PBEKeySpec x3) — irresoluveis contra <init> do Soot (TargetResolver.java:53; RvsecAnalysisClient.buildTargetKeys/matchesTargetSignature:613-631); 14 linhas de metodo mapeaveis","batch B NAO e estruturalmente cego como o batch A: mapeaveis CIS 4/5 alvos, COS 5/6, KPR 2/3, SKY 2/2, PBK 1/4 (7 dos 8 eventos declarados do PBK colapsam em 3 linhas 'new' + clearPassword); as clausulas ancoradas em construtor (todas as CONSTRAINTS/REQUIRES de construcao) permanecem invisiveis ao caminho estatico","procurada normalizacao 'new'->'<init>' no cliente: inexistente (ja verificado em batch A, citado)","medida sobre copia scratch; identidade byte a byte garantida pelos hashes do manifesto","clausulas de construtor fora de mop-reachability/cov_mop","major","0.9","FAIL","INCORRETA","major","Confirmado; 6/20 linhas 'new' nos CSVs de evidencia; GAMA-SET-09 ja verificado pelo juiz no batch A","FEN-SET-CTOR-INVISIVEL-ESTATICA"
"GAMA-SET-14","conjunto/receptor tipado por implementador escapa ao match estatico da spec de interface (SKY)","toolchain_android","FEN-SET-INTERFACE-RECEIVER","FAIL","INCORRETA","OBSERVADO_EM_ARTEFATO","RvsecAnalysisClient.findDirectTargetCallersByBytecodeScan:574-603 casa ref.getDeclaringClass().getName()+'#'+ref.getName(); alvo SKY = 'javax.crypto.SecretKey#getEncoded'; um call site com receptor estatico SecretKeySpec compila invokevirtual javax/crypto/spec/SecretKeySpec.getEncoded => chave diferente, sem match; o pointcut dinamico call(byte[] SecretKey.getEncoded()) casa subtipos","sitios que chamam getEncoded/destroy atraves do tipo concreto (padrao comum: variavel SecretKeySpec) sao dinamicamente monitorados e estaticamente invisiveis — visao estatica subconta os alvos da spec de interface","procurada resolucao de hierarquia no match do scan: inexistente (match literal por string)","semantica AspectJ do lado dinamico inferida de codigo/documentacao, nao executada nesta rodada (Beta cobre matcher); magnitude depende da tipagem dos apps","subcontagem estatica sistematica para SKY","major","0.7","FAIL","INCORRETA","major","Rota unica FECHADA pelo juiz: keying literal declaring-class#name verificado em RvsecAnalysisClient:585-586,628-630; sem resolucao de hierarquia; lado dinamico (call() casa subtipos) coerente com BETA-SET-04","FEN-SET-INTERFACE-RECEIVER"
"GAMA-SET-15","conjunto/exposicao do escape de newline (caso pendente) para batch B: nenhuma","diagnostico","FEN-SET-NEWLINE-ESCAPE","PASS","FIDELIDADE_DEMONSTRADA","OBSERVADO_EM_ARTEFATO","inspecao de todo ErrorDescription alcancavel nos 5 artefatos: expecting = literais de compilacao (CIS/COS/KPR/PBK) ou ausente/unknown; SKY nao serializa nada; password/salt/keyMaterial ligados mas jamais serializados; ErrorCollector logcat com escape comentado (ErrorCollector.java:39-40, GAMA-CIP-07 citada)","nenhum conteudo controlado pelo app chega ao logger via estas 5 specs; residuo = __LOC (SourceFile hostil, teorico — como batch A)","procurado argumento de app em qualquer expecting dos 5 artefatos: inexistente","GAMA-CIP-07 segue aberta para CipherSpec (fora do escopo do batch B)","nenhum","minor","0.9","PASS","FIDELIDADE_DEMONSTRADA","minor","Confirmado; todos os expecting alcancaveis sao literais de compilacao (leitura dos 5 .mop pelo juiz); SKY nada serializa","FEN-SET-NEWLINE-ESCAPE"
"GAMA-SET-16","historico/zero emissao de CIS/COS/SKY/PBK em 97018 linhas","reprodutibilidade","FEN-SET-ZERO-EMISSAO-PARAMSPECS","INCONCLUSIVE","INCONCLUSIVA","MEDIDO","gama_errors_batchB_output.txt secoes A e C: 0 linhas/unique_msg/APKs/sitios para os 4 specs; tokens CipherInputStream/CipherOutputStream/PBEKeySpec/getEncoded/clearPassword em ZERO campos das 97018 linhas; 'SecretKey' so em 24 linhas de KeyStoreSpec (1 APK)","o zero de CIS/COS e o mais anomalo: os gemeos jca eram monitores GLOBAIS com @fail vivo — qualquer app com streams cifrados multiplos teria emitido; zero => nao-tecido / nao-exercitado / emissao perdida (familias GH100) / classes raras nos 113 APKs; decomposicao H1 do piloto mantida; testes discriminantes: os mesmos 3 de GAMA-SET-11 (micro-APK, replay pareado, inspecao DEX de APK da campanha)","procurados os tokens em todos os campos (nao so spec): zero","dados pre-reparo; zero jamais e conformidade (protocolo §12)","desconhecido ate replay","major","0.85","INCONCLUSIVE","INCONCLUSIVA","major","Mantido; zeros re-verificados pelo juiz (greps no hash congelado); zero nunca e conformidade; testes de replay nomeados","FEN-SET-ZERO-EMISSAO-PARAMSPECS"
